experiment,seed,data_seed,epoch,cosine,main_grad_norm,weighted_aux_grad_norm,norm_ratio,step,projection_scope,enc_cls_aux_cosine_raw,enc_cls_aux_dot_raw,enc_cls_aux_dot_projected,enc_cls_grad_norm,enc_aux_grad_norm,enc_aux_grad_norm_projected,projection_applied,projection_removed_ratio,projection_vector_numel,projection_vector_mb,grad_scale,optimizer_step_skipped
shared_e2e_rep_projected,44,42,1,-0.0006206777179613709,3.07028865814209,0.6247025728225708,0.20346704899095525,0,encoder_output_representation,-0.0006206777179613709,-0.0023809410631656647,-1.1641532182693481e-10,3.07028865814209,1.2494051456451416,1.2494049072265625,True,1.7881393432617188e-07,3194880,12.1875,65536.0,True
shared_e2e_rep_projected,44,42,1,-0.0004310524382162839,6.2592291831970215,1.0910099744796753,0.1743042062445173,1,encoder_output_representation,-0.0004310524382162839,-0.005887211766093969,-3.958120942115784e-09,6.2592291831970215,2.1820199489593506,2.1820199489593506,True,0.0,2088960,7.96875,32768.0,True
shared_e2e_rep_projected,44,42,1,0.0003595834714360535,1.6750619411468506,0.3329896628856659,0.19879244743491734,2,encoder_output_representation,0.0003595834714360535,0.0004011357086710632,0.0004011357086710632,1.6750619411468506,0.6659793257713318,0.6659793257713318,False,0.0,2350080,8.96484375,16384.0,True
shared_e2e_rep_projected,44,42,1,0.0008423332474194467,3.5495448112487793,2.2850072383880615,0.6437465534021992,3,encoder_output_representation,0.0008423332474194467,0.013663885183632374,0.013663885183632374,3.5495448112487793,4.570014476776123,4.570014476776123,False,0.0,2355200,8.984375,8192.0,True
shared_e2e_rep_projected,44,42,1,0.002499478170648217,0.539850652217865,0.44252410531044006,0.8197157926778843,4,encoder_output_representation,0.002499478170648217,0.0011942352866753936,0.0011942352866753936,0.539850652217865,0.8850482106208801,0.8850482106208801,False,0.0,2088960,7.96875,4096.0,True
shared_e2e_rep_projected,44,42,1,0.00027361285174265504,2.3086373805999756,0.8011948466300964,0.34704230875005565,5,encoder_output_representation,0.00027361285174265504,0.0010121860541403294,0.0010121860541403294,2.3086373805999756,1.6023896932601929,1.6023896932601929,False,0.0,2587648,9.87109375,2048.0,True
shared_e2e_rep_projected,44,42,1,0.0006534847198054194,2.46376895904541,0.7391056418418884,0.2999898343261276,6,encoder_output_representation,0.0006534847198054194,0.0023799724876880646,0.0023799724876880646,2.46376895904541,1.4782112836837769,1.4782112836837769,False,0.0,2345472,8.947265625,1024.0,True
shared_e2e_rep_projected,44,42,1,-0.00018129580712411553,2.3431549072265625,0.29721009731292725,0.12684184745801344,7,encoder_output_representation,-0.00018129580712411553,-0.0002525121672078967,-1.8917489796876907e-10,2.3431549072265625,0.5944201946258545,0.5944201946258545,True,0.0,2350080,8.96484375,512.0,True
shared_e2e_rep_projected,44,42,1,0.0002477211819496006,2.2035763263702393,0.7511206269264221,0.34086435669949233,8,encoder_output_representation,0.0002477211819496006,0.0008200322045013309,0.0008200322045013309,2.2035763263702393,1.5022412538528442,1.5022412538528442,False,0.0,2088960,7.96875,256.0,False
shared_e2e_rep_projected,44,42,1,-0.0003597024187911302,1.0595951080322266,0.7943344712257385,0.7496584923847909,9,encoder_output_representation,-0.0003597024187911302,-0.0006055035628378391,-3.7834979593753815e-10,1.0595951080322266,1.588668942451477,1.588668704032898,True,1.7881393432617188e-07,2437120,9.296875,256.0,False
shared_e2e_rep_projected,44,42,1,-0.006055552512407303,4.476666450500488,0.5878234505653381,0.13130829760605012,10,encoder_output_representation,-0.006055552512407303,-0.031870245933532715,-1.862645149230957e-09,4.476666450500488,1.1756469011306763,1.1756253242492676,True,1.8358230590820312e-05,2350080,8.96484375,256.0,True
shared_e2e_rep_projected,44,42,1,-8.034998609218746e-05,3.688117265701294,1.6668308973312378,0.4519462851228757,11,encoder_output_representation,-8.034998609218746e-05,-0.0009878978598862886,-8.149072527885437e-10,3.688117265701294,3.3336617946624756,3.3336617946624756,True,0.0,2396160,9.140625,128.0,False
shared_e2e_rep_projected,44,42,1,-0.003870622254908085,0.7375125288963318,0.3529419004917145,0.4785571589134666,12,encoder_output_representation,-0.003870622254908085,-0.0020150388590991497,-5.238689482212067e-10,0.7375125288963318,0.705883800983429,0.705878496170044,True,7.510185241699219e-06,2088960,7.96875,128.0,False
shared_e2e_rep_projected,44,42,1,-0.002122209407389164,0.3297770917415619,0.40796008706092834,1.237078309189034,13,encoder_output_representation,-0.002122209407389164,-0.0005710266996175051,-3.637978807091713e-11,0.3297770917415619,0.8159201741218567,0.8159183263778687,True,2.2649765014648438e-06,2350080,8.96484375,128.0,False
shared_e2e_rep_projected,44,42,1,-0.0003185092646162957,1.0596160888671875,1.0319501161575317,0.973890569423844,14,encoder_output_representation,-0.0003185092646162957,-0.0006965612410567701,-6.402842700481415e-10,1.0596160888671875,2.0639002323150635,2.0638999938964844,True,1.1920928955078125e-07,2396160,9.140625,128.0,False
shared_e2e_rep_projected,44,42,1,0.000269297044724226,0.6273687481880188,1.079153060913086,1.7201256263241056,15,encoder_output_representation,0.000269297044724226,0.00036464270669966936,0.00036464270669966936,0.6273687481880188,2.158306121826172,2.158306121826172,False,0.0,2350080,8.96484375,128.0,False
shared_e2e_rep_projected,44,42,1,-0.0008500044932588935,0.5180448293685913,0.9523960947990417,1.8384433948696117,16,encoder_output_representation,-0.0008500044932588935,-0.0008387570269405842,-1.7462298274040222e-10,0.5180448293685913,1.9047921895980835,1.9047913551330566,True,4.172325134277344e-07,2396160,9.140625,128.0,False
shared_e2e_rep_projected,44,42,1,-2.7013047656510025e-05,0.18870890140533447,1.5011807680130005,7.9550077226540665,17,encoder_output_representation,-2.7013047656510025e-05,-1.530484587419778e-05,-4.3655745685100555e-11,0.18870890140533447,3.002361536026001,3.002361536026001,True,0.0,2088960,7.96875,128.0,False
shared_e2e_rep_projected,44,42,1,-0.0011562309227883816,0.19722038507461548,1.6322377920150757,8.276212377323684,18,encoder_output_representation,-0.0011562309227883816,-0.0007444059010595083,2.9103830456733704e-11,0.19722038507461548,3.2644755840301514,3.2644731998443604,True,7.152557373046875e-07,2758144,10.521484375,128.0,False
shared_e2e_rep_projected,44,42,1,-0.0006814972730353475,0.0671723410487175,0.575322687625885,8.564874748203666,19,encoder_output_representation,-0.0006814972730353475,-5.267397500574589e-05,7.275957614183426e-12,0.0671723410487175,1.15064537525177,1.150645136833191,True,1.7881393432617188e-07,3100672,11.828125,128.0,False
shared_e2e_rep_projected,44,42,1,0.00042862488771788776,0.13265074789524078,2.637220859527588,19.8809347204759,20,encoder_output_representation,0.00042862488771788776,0.0002998911077156663,0.0002998911077156663,0.13265074789524078,5.274441719055176,5.274441719055176,False,0.0,2457600,9.375,128.0,False
shared_e2e_rep_projected,44,42,1,0.0009126554941758513,0.16284170746803284,0.46911752223968506,2.8808192295071375,21,encoder_output_representation,0.0009126554941758513,0.00013943896919954568,0.00013943896919954568,0.16284170746803284,0.9382350444793701,0.9382350444793701,False,0.0,3004416,11.4609375,128.0,False
shared_e2e_rep_projected,44,42,1,0.00036192344850860536,0.046302247792482376,1.6691310405731201,36.048596345772225,22,encoder_output_representation,0.00036192344850860536,5.594216054305434e-05,5.594216054305434e-05,0.046302247792482376,3.3382620811462402,3.3382620811462402,False,0.0,2350080,8.96484375,128.0,False
shared_e2e_rep_projected,44,42,1,0.0005350768333300948,0.07120855152606964,2.844116449356079,39.94065864848888,23,encoder_output_representation,0.0005350768333300948,0.000216733300476335,0.000216733300476335,0.07120855152606964,5.688232898712158,5.688232898712158,False,0.0,2325504,8.87109375,128.0,False
shared_e2e_rep_projected,44,42,1,0.002184805227443576,0.0301107969135046,1.3244402408599854,43.98555922198054,24,encoder_output_representation,0.002184805227443576,0.00017425985424779356,0.00017425985424779356,0.0301107969135046,2.6488804817199707,2.6488804817199707,False,0.0,2420736,9.234375,128.0,False
shared_e2e_rep_projected,44,42,1,-0.0013729626080021262,0.013398312963545322,1.3955185413360596,104.15628782019374,25,encoder_output_representation,-0.0013729626080021262,-5.1342194637982175e-05,0.0,0.013398312963545322,2.791037082672119,2.791034698486328,True,8.344650268554688e-07,2088960,7.96875,128.0,False
