experiment,seed,scale,image_id,target_index,center_error_sq,center_error_l2,size_error_l1,size_error_relative,matched_iou,label_correct
separate_e2e,42,large,1918,0,0.00018695372273214161,0.013673102483153343,0.013387434184551239,0.030916385352611542,0.8388937711715698,1
separate_e2e,42,large,4405,1,0.000437745766248554,0.020922373980283737,0.09567105770111084,0.20523329079151154,0.8263035416603088,0
separate_e2e,42,large,4405,0,0.001641728333197534,0.040518246591091156,0.02744847536087036,0.04911801218986511,0.8576775789260864,0
separate_e2e,42,large,4405,3,0.00013276426761876792,0.011522337794303894,0.002584785223007202,0.006995643489062786,0.9301289319992065,1
separate_e2e,42,large,4405,2,0.0004600440734066069,0.021448638290166855,0.11486944556236267,0.36609983444213867,0.6782777309417725,1
separate_e2e,42,large,8443,0,0.00268924655392766,0.05185794457793236,0.08818569779396057,0.23493371903896332,0.6677284240722656,1
separate_e2e,42,large,6654,0,0.00018315222405362874,0.013533374294638634,0.060712575912475586,0.0747741088271141,0.9164593815803528,0
separate_e2e,42,large,6654,1,0.0003705554408952594,0.019249817356467247,0.05664646625518799,0.14243440330028534,0.8453283309936523,1
separate_e2e,42,large,6654,2,0.00017838420171756297,0.01335605513304472,0.03771170973777771,0.10982422530651093,0.8970578908920288,1
separate_e2e,42,large,1938,0,0.00034607903216965497,0.01860320009291172,0.010144531726837158,0.011304113082587719,0.9455990195274353,1
separate_e2e,42,large,6190,0,0.0035675070248544216,0.05972861126065254,0.12597966194152832,0.18532994389533997,0.8146487474441528,0
separate_e2e,42,large,5214,0,0.0003853971138596535,0.019631532952189445,0.021534323692321777,0.024824906140565872,0.9397608637809753,0
separate_e2e,42,large,6020,0,0.00012999011960346252,0.011401320807635784,0.041935622692108154,0.0540190264582634,0.9412389993667603,0
separate_e2e,42,medium,6020,1,0.00019324352615512908,0.013901205733418465,0.034723564982414246,0.10684002935886383,0.7475706934928894,1
separate_e2e,42,large,9192,0,0.0018154728459194303,0.042608365416526794,0.05022001266479492,0.06304892152547836,0.8873107433319092,0
separate_e2e,42,large,849,0,5.8967110817320645e-05,0.007679004687815905,0.011217504739761353,0.020005930215120316,0.9618567228317261,0
separate_e2e,42,large,3003,2,0.0005656721768900752,0.023783864453434944,0.10942178964614868,0.5451973676681519,0.5172677040100098,1
separate_e2e,42,medium,3003,3,6.214866152731702e-05,0.00788344256579876,0.1022881418466568,0.5011043548583984,0.48746258020401,1
separate_e2e,42,large,3003,1,0.004679056350141764,0.06840363144874573,0.02614450454711914,0.06706801801919937,0.6594619154930115,1
separate_e2e,42,large,3003,0,0.0014643884496763349,0.03826732933521271,0.05210646986961365,0.13754437863826752,0.7423132658004761,1
separate_e2e,42,large,7900,0,0.00014808369451202452,0.012168964371085167,0.04634222388267517,0.10908859968185425,0.8707102537155151,0
separate_e2e,42,large,7900,1,0.0012446331093087792,0.03527935966849327,0.08188414573669434,0.08260896801948547,0.9113056659698486,0
separate_e2e,42,large,8095,1,0.00029880949296057224,0.017286106944084167,0.02394208312034607,0.05054209753870964,0.8799483180046082,0
separate_e2e,42,medium,8095,0,0.0006877362029626966,0.02622472494840622,0.05580101162195206,0.24083702266216278,0.6126267313957214,0
separate_e2e,42,large,3781,0,0.0007013394497334957,0.02648281492292881,0.04285705089569092,0.07057145237922668,0.8920153379440308,1
separate_e2e,42,medium,3781,2,4.7101566451601684e-05,0.00686305807903409,0.03301555663347244,0.35076409578323364,0.6296943426132202,1
separate_e2e,42,large,3781,1,0.00014459365047514439,0.012024709954857826,0.03151300549507141,0.03813733160495758,0.9276578426361084,1
separate_e2e,42,large,5588,0,0.00016709249757695943,0.012926426716148853,0.01658789813518524,0.07005205750465393,0.8509120941162109,1
separate_e2e,42,large,8628,0,0.000319885992212221,0.01788535714149475,0.050474703311920166,0.17087185382843018,0.8210684061050415,0
separate_e2e,42,medium,8628,1,0.021431345492601395,0.1463944911956787,0.05618901550769806,0.3456127643585205,0.11830727010965347,0
separate_e2e,42,large,8628,2,0.0021748030558228493,0.04663478210568428,0.0844380259513855,0.11528843641281128,0.8552062511444092,0
separate_e2e,42,large,8628,3,3.2320633181370795e-05,0.005685124080628157,0.05287995934486389,0.0712333619594574,0.9296465516090393,1
separate_e2e,42,large,5314,0,0.0007626990554854274,0.02761700749397278,0.030157029628753662,0.03710091486573219,0.9216141104698181,0
separate_e2e,42,medium,8292,0,2.1324161934899166e-05,0.004617809318006039,0.0096840038895607,0.1179431602358818,0.7942147850990295,0
separate_e2e,42,small,8292,5,0.000805528718046844,0.028381837531924248,0.10956491529941559,6.847811698913574,0.051163189113140106,0
separate_e2e,42,medium,8292,1,0.00016256074013654143,0.0127499308437109,0.008107412606477737,0.11219337582588196,0.5819887518882751,0
separate_e2e,42,small,8292,4,7.333053508773446e-05,0.008563324809074402,0.05596953630447388,2.661200523376465,0.18514268100261688,0
separate_e2e,42,small,8292,3,0.00043305050348863006,0.02080986462533474,0.054609134793281555,1.3874047994613647,0.25331440567970276,0
separate_e2e,42,small,8292,2,0.00027796634822152555,0.016672322526574135,0.046227749437093735,0.8898271918296814,0.3482277989387512,0
separate_e2e,42,large,8338,0,0.00014194654067978263,0.011914132162928581,0.09507781267166138,0.15408679842948914,0.8581807017326355,0
separate_e2e,42,large,6949,0,0.0005061518168076873,0.022497817873954773,0.014824330806732178,0.019138144329190254,0.9233282208442688,1
separate_e2e,42,large,7154,0,3.726507566170767e-05,0.006104512605816126,0.07591018080711365,0.16911768913269043,0.8546786308288574,1
separate_e2e,42,large,5940,2,6.566390948137268e-05,0.0081033268943429,0.020041421055793762,0.0663764476776123,0.9196757078170776,1
separate_e2e,42,large,5940,4,0.0010061594657599926,0.03172001615166664,0.08198288083076477,0.24866466224193573,0.7401360273361206,1
separate_e2e,42,large,5940,3,0.00010273783118464053,0.010135967284440994,0.04053083062171936,0.10616593062877655,0.8987192511558533,1
separate_e2e,42,large,5940,0,0.00014567593461833894,0.012069628573954105,0.03312629461288452,0.06895548105239868,0.929050087928772,1
separate_e2e,42,large,5940,1,4.686116881202906e-06,0.002164744073525071,0.042147934436798096,0.10866428166627884,0.8966832756996155,1
separate_e2e,42,large,5940,5,0.00023812049767002463,0.01543115358799696,0.028893083333969116,0.1077883243560791,0.8607843518257141,1
separate_e2e,42,large,851,0,0.0002385205589234829,0.015444111078977585,0.05880776047706604,0.11630994081497192,0.8746403455734253,1
separate_e2e,42,large,851,1,0.0005708339158445597,0.023892130702733994,0.0818643867969513,0.20585477352142334,0.8148236274719238,1
separate_e2e,42,medium,2047,0,0.000716362614184618,0.026764951646327972,0.12152207642793655,0.8993374109268188,0.47618287801742554,0
separate_e2e,42,medium,6404,0,1.1940257536480203e-05,0.0034554677549749613,0.019614122807979584,0.16681508719921112,0.8028421998023987,0
separate_e2e,42,large,7536,1,0.001903880969621241,0.04363348335027695,0.14979663491249084,0.26811134815216064,0.7483952641487122,0
separate_e2e,42,large,7536,0,0.00017625287000555545,0.013276026584208012,0.032066553831100464,0.06262999027967453,0.915753185749054,0
separate_e2e,42,large,8252,0,0.0012059073196724057,0.03472617641091347,0.09872832894325256,0.1832948476076126,0.8195005059242249,0
separate_e2e,42,large,1206,1,5.9659523685695603e-05,0.0077239577658474445,0.015163697302341461,0.03530004248023033,0.9130447506904602,0
separate_e2e,42,large,1206,0,0.0007942721713334322,0.02818283438682556,0.014684945344924927,0.04965617507696152,0.8048788905143738,1
separate_e2e,42,large,4121,1,4.79982809338253e-05,0.006928079295903444,0.020616620779037476,0.06540996581315994,0.9382653832435608,1
separate_e2e,42,large,4121,0,0.0004418824682943523,0.021021001040935516,0.08197733759880066,0.3612454831600189,0.6666741371154785,1
separate_e2e,42,medium,4121,2,0.0008664408233016729,0.02943536639213562,0.028185158967971802,0.17006626725196838,0.6452597379684448,1
separate_e2e,42,small,4857,5,4.730698128696531e-05,0.00687800720334053,0.007337793707847595,0.11647552251815796,0.7961695194244385,1
separate_e2e,42,large,4857,0,0.0007248795591294765,0.026923587545752525,0.007815837860107422,0.010657248087227345,0.9203148484230042,1
separate_e2e,42,medium,4857,14,0.00038636408862657845,0.019656145945191383,0.025771208107471466,0.12688732147216797,0.6569485068321228,0
separate_e2e,42,small,4857,3,0.00038897572085261345,0.0197224672883749,0.0257408544421196,0.584959089756012,0.4808889925479889,1
separate_e2e,42,medium,4857,9,0.0009791530901566148,0.0312914215028286,0.07033978402614594,0.5616745948791504,0.3334648013114929,0
separate_e2e,42,large,4857,13,0.001399312517605722,0.03740738704800606,0.09423139691352844,0.25523877143859863,0.6859474182128906,1
separate_e2e,42,large,4857,11,0.0008875118219293654,0.02979113720357418,0.09260794520378113,0.1581389307975769,0.8078299760818481,1
separate_e2e,42,medium,4857,8,0.0005068538011983037,0.022513413801789284,0.03658159822225571,0.25127872824668884,0.5470885038375854,0
separate_e2e,42,small,4857,4,0.00019332804367877543,0.01390424557030201,0.033653322607278824,0.7295583486557007,0.5141384601593018,1
separate_e2e,42,large,4857,12,0.00034436251735314727,0.018557006493210793,0.09278753399848938,0.17740222811698914,0.7884353399276733,1
separate_e2e,42,small,4857,10,0.0001527529675513506,0.01235932670533657,0.01985330507159233,0.48879897594451904,0.5893925428390503,1
separate_e2e,42,large,4857,6,0.005806333851069212,0.07619930058717728,0.06420978903770447,0.15066157281398773,0.6867842674255371,0
separate_e2e,42,large,4857,1,0.0004605035064741969,0.021459344774484634,0.02092921733856201,0.04673313349485397,0.8816893100738525,1
separate_e2e,42,medium,4857,7,0.002032544696703553,0.045083753764629364,0.08071710169315338,0.4885607063770294,0.541377604007721,0
separate_e2e,42,medium,4857,2,5.0768712753779255e-06,0.002253191312775016,0.03153197467327118,0.31084251403808594,0.7485803365707397,1
separate_e2e,42,large,3759,0,1.0924739399342798e-05,0.003305259393528104,0.00747719407081604,0.027227824553847313,0.9675986766815186,1
separate_e2e,42,medium,3759,3,2.7550744562176988e-05,0.0052488804794847965,0.01652243733406067,0.07312105596065521,0.9022440314292908,0
separate_e2e,42,large,3759,2,1.4945509065000806e-05,0.0038659421261399984,0.017082571983337402,0.04868105798959732,0.9499922394752502,1
separate_e2e,42,large,3759,1,1.7920949176186696e-05,0.0042333141900599,0.024151816964149475,0.043449774384498596,0.9176245331764221,1
separate_e2e,42,large,5057,1,0.0008179550641216338,0.02859991416335106,0.05514004826545715,0.12786376476287842,0.8500794172286987,1
separate_e2e,42,large,5057,0,0.000491006241645664,0.022158659994602203,0.09011232852935791,0.15831880271434784,0.8446775674819946,0
separate_e2e,42,medium,5057,2,9.806140587897971e-05,0.009902595542371273,0.009055227041244507,0.06745710968971252,0.8732921481132507,0
separate_e2e,42,large,6296,1,0.0007338214199990034,0.027089137583971024,0.03380274772644043,0.08942020684480667,0.8313581347465515,1
separate_e2e,42,large,6296,2,0.0006158376927487552,0.024816077202558517,0.05499190092086792,0.11880537867546082,0.8530104160308838,1
separate_e2e,42,large,6296,0,8.702484046807513e-05,0.009328710846602917,0.0797339379787445,0.23187631368637085,0.8063545227050781,1
separate_e2e,42,large,3351,0,7.125105184968561e-05,0.008441033773124218,0.011080682277679443,0.01656091772019863,0.964076817035675,1
separate_e2e,42,large,3673,1,8.345751848537475e-05,0.00913550890982151,0.013791590929031372,0.03403398022055626,0.9511368274688721,0
separate_e2e,42,large,3673,0,3.296639260952361e-05,0.005741636734455824,0.02393883466720581,0.04192570969462395,0.959467351436615,0
separate_e2e,42,large,3330,0,0.0003317798546049744,0.01821482554078102,0.047194257378578186,0.11713062971830368,0.885243833065033,0
separate_e2e,42,medium,3330,1,0.00010916622704826295,0.010448263958096504,0.028856217861175537,0.14655223488807678,0.7974666953086853,1
separate_e2e,42,large,3838,3,0.0008019167580641806,0.02831813506782055,0.01235315203666687,0.024826999753713608,0.9008173942565918,1
separate_e2e,42,large,3838,0,9.119920287048444e-05,0.009549827314913273,0.034527361392974854,0.10914623737335205,0.8909315466880798,1
separate_e2e,42,large,3838,2,6.94734844728373e-05,0.008335075341165066,0.029346227645874023,0.08151517808437347,0.9157880544662476,1
separate_e2e,42,large,3838,1,0.0002580240834504366,0.016063127666711807,0.04103797674179077,0.1122346967458725,0.887033224105835,1
separate_e2e,42,medium,3838,4,4.8810394218889996e-05,0.006986443419009447,0.009555839002132416,0.04999726265668869,0.9327900409698486,1
separate_e2e,42,medium,3838,5,0.00024567017680965364,0.015673868358135223,0.020979568362236023,0.21040600538253784,0.7424172759056091,1
separate_e2e,42,large,6759,0,0.00026777744642458856,0.016363907605409622,0.009173452854156494,0.012114161625504494,0.9455335140228271,0
separate_e2e,42,medium,1532,0,5.6220033002318814e-06,0.0023710764944553375,0.02989550679922104,0.21799276769161224,0.7938860654830933,1
separate_e2e,42,medium,1532,3,4.568272561300546e-05,0.0067588998936116695,0.061512529850006104,0.42067092657089233,0.6005014777183533,0
separate_e2e,42,small,1532,1,0.00043232060852460563,0.020792320370674133,0.02876725047826767,0.4047412872314453,0.5422309637069702,1
separate_e2e,42,small,1532,5,0.000648784392978996,0.025471245869994164,0.03843715786933899,0.809511661529541,0.3544516861438751,0
separate_e2e,42,medium,1532,8,0.00026893566246144474,0.016399258747696877,0.04062168672680855,0.38669055700302124,0.5431947112083435,1
separate_e2e,42,small,1532,6,0.0010964416433125734,0.03311255946755409,0.03995535150170326,0.6263490319252014,0.4116511940956116,0
separate_e2e,42,medium,1532,2,0.0001466819958295673,0.012111234478652477,0.00900232046842575,0.06015404313802719,0.7743828296661377,0
separate_e2e,42,small,1532,9,0.0001631964696571231,0.012774837203323841,0.005451124161481857,0.11357375234365463,0.5634067058563232,1
separate_e2e,42,medium,1532,4,0.00013067724648863077,0.011431414633989334,0.032209612429142,0.23174765706062317,0.7309873700141907,0
separate_e2e,42,medium,1532,7,0.00036180607276037335,0.019021200016140938,0.058382585644721985,0.34261149168014526,0.7410666346549988,1
separate_e2e,42,large,3886,0,2.8680855393758975e-05,0.005355450790375471,0.030809402465820312,0.06616374850273132,0.9297633171081543,0
separate_e2e,42,medium,3335,6,0.0019440441392362118,0.04409131407737732,0.07054474204778671,0.627217173576355,0.504564106464386,1
separate_e2e,42,large,3335,4,0.0027923653833568096,0.05284283682703972,0.07658493518829346,0.29050329327583313,0.6766343116760254,1
separate_e2e,42,large,3335,1,0.0002562672889325768,0.016008350998163223,0.05615812540054321,0.25352802872657776,0.7365964651107788,1
separate_e2e,42,large,3335,5,0.009605692699551582,0.09800863265991211,0.22868549823760986,0.769088625907898,0.5434020757675171,0
separate_e2e,42,medium,3335,0,0.0002049192989943549,0.014315002597868443,0.0357293039560318,0.15891674160957336,0.8405331373214722,1
separate_e2e,42,large,3335,3,0.0009031234658323228,0.03005201183259487,0.030068904161453247,0.04603768140077591,0.8564679026603699,1
separate_e2e,42,medium,3335,2,0.004415005445480347,0.06644550710916519,0.09894493967294693,0.5072404146194458,0.19627264142036438,0
separate_e2e,42,large,5065,0,0.0010534294415265322,0.03245657682418823,0.016857028007507324,0.023509610444307327,0.883459210395813,1
separate_e2e,42,large,5253,0,1.1892607290064916e-05,0.0034485659562051296,0.04638791084289551,0.07017234712839127,0.933647871017456,0
separate_e2e,42,large,4281,0,8.605501352576539e-05,0.009276583790779114,0.06645745038986206,0.12086690962314606,0.8910329937934875,0
separate_e2e,42,medium,4281,1,0.0006578488973900676,0.025648565962910652,0.023266278207302094,0.11590816080570221,0.5745204091072083,1
separate_e2e,42,large,1758,0,0.02033437229692936,0.14259864389896393,0.09684167802333832,0.48438894748687744,0.1309492141008377,0
separate_e2e,42,large,1758,1,0.005698028486222029,0.07548528909683228,0.11674660444259644,0.25368303060531616,0.6701509952545166,1
separate_e2e,42,large,756,0,0.0002245921059511602,0.014986397698521614,0.04240542650222778,0.04568719118833542,0.9219174385070801,0
separate_e2e,42,large,6295,2,0.00044839346082881093,0.02117530256509781,0.011625051498413086,0.039914023131132126,0.7841095924377441,0
separate_e2e,42,large,6295,0,0.0005654038395732641,0.023778222501277924,0.016820669174194336,0.06698493659496307,0.752280592918396,0
separate_e2e,42,large,6295,1,0.000701540382578969,0.026486607268452644,0.0053509920835494995,0.02895340323448181,0.7059047818183899,0
separate_e2e,42,large,9072,0,0.009203820489346981,0.09593654423952103,0.22328731417655945,0.45111119747161865,0.6124995350837708,1
separate_e2e,42,medium,9032,0,0.00036983605241402984,0.019231121987104416,0.020876415073871613,0.22525133192539215,0.5170650482177734,0
separate_e2e,42,large,9032,1,0.00036040417035110295,0.018984314054250717,0.04631316661834717,0.12683413922786713,0.88725346326828,0
separate_e2e,42,large,9032,2,0.001193016185425222,0.03454006463289261,0.021815448999404907,0.06067242845892906,0.8191565275192261,0
separate_e2e,42,large,4168,1,0.0006300096865743399,0.025099994614720345,0.11555127799510956,0.45852726697921753,0.590629518032074,1
separate_e2e,42,large,4168,0,0.00016034585132729262,0.012662773951888084,0.03554306924343109,0.10604564845561981,0.8915289640426636,0
separate_e2e,42,large,7691,0,5.261003752821125e-05,0.0072532775811851025,0.017153501510620117,0.03524055704474449,0.9490756392478943,1
separate_e2e,42,large,140,0,0.012727340683341026,0.11281551420688629,0.06561934947967529,0.25957190990448,0.4263063669204712,0
separate_e2e,42,large,140,1,0.004670966882258654,0.06834447383880615,0.09574258327484131,0.1455269753932953,0.7422894835472107,0
separate_e2e,42,large,6855,0,0.0034393062815070152,0.05864559859037399,0.015466630458831787,0.017967581748962402,0.8204333186149597,0
separate_e2e,42,medium,6855,2,4.464755693334155e-05,0.006681882776319981,0.028910383582115173,0.14542807638645172,0.8338261842727661,1
separate_e2e,42,medium,6855,1,0.00040746829472482204,0.020185843110084534,0.02724723517894745,0.19848519563674927,0.6548672318458557,1
separate_e2e,42,large,2063,6,0.00040517604793421924,0.02012898586690426,0.06721486151218414,0.2971099317073822,0.7248186469078064,1
separate_e2e,42,large,2063,5,0.00047781842295080423,0.021859057247638702,0.15290328860282898,0.44161295890808105,0.6770374774932861,1
separate_e2e,42,large,2063,0,0.0030046594329178333,0.05481477454304695,0.0673324465751648,0.12977586686611176,0.7793875336647034,0
separate_e2e,42,medium,2063,2,0.000327783141983673,0.018104782328009605,0.10315385460853577,0.9490286111831665,0.47918668389320374,1
separate_e2e,42,medium,2063,3,0.0010224567959085107,0.0319758765399456,0.028970248997211456,0.19910988211631775,0.599299967288971,1
separate_e2e,42,large,2063,4,0.0006503696786239743,0.025502346456050873,0.047667041420936584,0.17003196477890015,0.7609703540802002,1
separate_e2e,42,medium,2063,1,1.7729420505929738e-05,0.00421063182875514,0.00801270455121994,0.06204871088266373,0.9115620851516724,1
separate_e2e,42,large,9776,0,1.2601435628312174e-05,0.0035498500801622868,0.09890773892402649,0.37652644515037537,0.7206893563270569,1
separate_e2e,42,large,9776,1,0.01042980793863535,0.10212643444538116,0.12216717004776001,0.1980423927307129,0.6931445598602295,0
separate_e2e,42,large,9776,2,0.0016397340223193169,0.04049362987279892,0.020769238471984863,0.07686586678028107,0.6776459813117981,1
separate_e2e,42,large,2129,0,9.3797680165153e-05,0.009684920310974121,0.023499324917793274,0.08455165475606918,0.8536149859428406,0
separate_e2e,42,large,2129,1,0.0002138432755600661,0.014623381197452545,0.048025861382484436,0.20740415155887604,0.7881988286972046,0
separate_e2e,42,large,2129,3,4.3336522139725275e-06,0.002081742510199547,0.044246941804885864,0.13126368820667267,0.8837481737136841,0
separate_e2e,42,large,2129,2,0.007726404815912247,0.08789996802806854,0.13634175062179565,0.4757455289363861,0.4910554587841034,0
separate_e2e,42,medium,6348,0,0.000302459200611338,0.017391353845596313,0.019169822335243225,0.0682641938328743,0.7444668412208557,0
separate_e2e,42,large,6348,1,0.00020555674564093351,0.014337250031530857,0.06812185049057007,0.11075703799724579,0.895212709903717,1
separate_e2e,42,large,2940,0,0.0004374129348434508,0.020914418622851372,0.06671470403671265,0.16528311371803284,0.8554893732070923,0
separate_e2e,42,small,2940,3,0.00010274004307575524,0.010136076249182224,0.0030918829143047333,0.04419858008623123,0.665486752986908,0
separate_e2e,42,small,2940,2,0.0011825207620859146,0.034387800842523575,0.03432449698448181,0.6302735805511475,0.3332890272140503,0
separate_e2e,42,small,2940,1,0.0001336509158136323,0.011560749262571335,0.002936750650405884,0.06695866584777832,0.5453927516937256,0
separate_e2e,42,medium,2940,5,4.063072628923692e-05,0.0063742236234247684,0.010769188404083252,0.12237357348203659,0.8497272729873657,0
separate_e2e,42,medium,2940,4,6.361874693538994e-05,0.007976136170327663,0.0077049620449543,0.0974770337343216,0.7810106873512268,0
separate_e2e,42,large,2940,6,0.00013641714758705348,0.011679775081574917,0.02502688765525818,0.05762341618537903,0.9257626533508301,1
separate_e2e,42,large,4100,0,0.00019515947496984154,0.013969949446618557,0.1511549949645996,0.4142587184906006,0.6777873635292053,0
separate_e2e,42,large,2953,0,0.0007903414079919457,0.02811301127076149,0.09827040135860443,0.24474583566188812,0.7231720089912415,0
separate_e2e,42,large,2953,2,0.00040148661355488,0.020037131384015083,0.04052022099494934,0.14210307598114014,0.7509819865226746,0
separate_e2e,42,large,2953,1,0.0010359834413975477,0.03218669816851616,0.011215195059776306,0.07373421639204025,0.7924900054931641,0
separate_e2e,42,large,2953,3,0.0011947175953537226,0.03456468880176544,0.020495295524597168,0.042043495923280716,0.8543694019317627,0
separate_e2e,42,medium,2953,4,0.0006769720930606127,0.026018686592578888,0.013013392686843872,0.08638278394937515,0.6857821941375732,0
separate_e2e,42,medium,8933,2,0.0002497814712114632,0.015804477035999298,0.06590569019317627,0.5169835090637207,0.5365142226219177,1
separate_e2e,42,large,8933,0,0.00034168281126767397,0.01848466508090496,0.22476616501808167,0.6693638563156128,0.5769726634025574,0
separate_e2e,42,medium,8933,1,0.00014256700524128973,0.011940142139792442,0.0725049376487732,0.6273568868637085,0.5819281339645386,1
separate_e2e,42,large,763,0,0.000960928329732269,0.030998844653367996,0.035274118185043335,0.05993231385946274,0.8759669065475464,0
separate_e2e,42,small,754,3,2.093122384394519e-05,0.004575065337121487,0.005832802504301071,0.09884732216596603,0.8143953084945679,1
separate_e2e,42,medium,754,2,8.938660903368145e-05,0.009454448707401752,0.085494764149189,0.73531574010849,0.5646316409111023,0
separate_e2e,42,small,754,1,0.0014869233127683401,0.038560643792152405,0.03145529329776764,0.5743564367294312,0.3196023404598236,0
separate_e2e,42,medium,754,0,0.002420193748548627,0.049195464700460434,0.023963645100593567,0.08726687729358673,0.672962486743927,0
separate_e2e,42,large,9942,1,0.0003778339014388621,0.01943795010447502,0.030061960220336914,0.03650009632110596,0.9355850219726562,1
separate_e2e,42,large,9942,2,0.00011220948363188654,0.010592897422611713,0.013938426971435547,0.026383429765701294,0.9524381160736084,1
separate_e2e,42,large,9942,0,0.000488882593344897,0.02211068943142891,0.0721939206123352,0.1662648320198059,0.8109154105186462,1
separate_e2e,42,large,2567,0,0.00024040961579885334,0.015505148097872734,0.00971364974975586,0.012236451730132103,0.9436632990837097,0
separate_e2e,42,large,9869,0,1.1673864719341509e-05,0.0034167037811130285,0.011306285858154297,0.013789281249046326,0.9847642779350281,1
separate_e2e,42,large,5579,1,0.00020173678058199584,0.014203407801687717,0.046919405460357666,0.10392430424690247,0.8380435109138489,0
separate_e2e,42,large,5579,0,0.0003016144910361618,0.017367051914334297,0.038398534059524536,0.15354657173156738,0.8005805015563965,0
separate_e2e,42,large,4464,0,8.487690195124742e-08,0.00029133641510270536,0.004775092005729675,0.021091856062412262,0.9793333411216736,0
separate_e2e,42,large,4464,1,8.273379535239656e-06,0.002876348327845335,0.016005635261535645,0.035997409373521805,0.9606804251670837,1
separate_e2e,42,medium,4464,2,3.239627767470665e-05,0.0056917727924883366,0.018354669213294983,0.22930443286895752,0.807849645614624,0
separate_e2e,42,large,4020,2,0.0002373799216002226,0.015407138504087925,0.018245458602905273,0.05915103852748871,0.8537346124649048,0
separate_e2e,42,medium,4020,1,0.00011565504973987117,0.010754304006695747,0.02423708140850067,0.4096183180809021,0.6807662844657898,1
separate_e2e,42,large,4020,0,0.00013402706827037036,0.011577006429433823,0.01152917742729187,0.04780126363039017,0.9058048129081726,1
separate_e2e,42,large,3116,0,0.007773823570460081,0.08816929161548615,0.22874104976654053,0.29258090257644653,0.7052853107452393,1
separate_e2e,42,small,865,6,0.0017415803158655763,0.041732244193553925,0.09494157135486603,3.4624576568603516,0.09677103906869888,0
separate_e2e,42,large,865,4,0.0006545392097905278,0.025583963841199875,0.02435016632080078,0.08275961130857468,0.7866142988204956,1
separate_e2e,42,medium,865,1,0.0005636020214296877,0.02374030463397503,0.033991143107414246,0.2396288961172104,0.6153429746627808,1
separate_e2e,42,medium,865,2,0.00020645844051614404,0.014368661679327488,0.039133861660957336,0.22925177216529846,0.8040395379066467,1
separate_e2e,42,large,865,8,0.0010368401417508721,0.03220000118017197,0.06294377148151398,0.16238978505134583,0.8056061863899231,1
separate_e2e,42,large,865,0,0.00010392837430117652,0.010194526985287666,0.04250390827655792,0.1895180344581604,0.8188733458518982,0
separate_e2e,42,medium,865,5,0.00019690765475388616,0.014032378792762756,0.023701980710029602,0.16459707915782928,0.7857776880264282,0
separate_e2e,42,large,865,7,0.0001001110504148528,0.010005551390349865,0.024072885513305664,0.05379854515194893,0.9422547817230225,1
separate_e2e,42,medium,865,3,8.432199683738872e-05,0.009182700887322426,0.042388953268527985,0.21899402141571045,0.8134511709213257,1
separate_e2e,42,small,2845,5,0.0003748481976799667,0.019360996782779694,0.09689532220363617,2.3166842460632324,0.21589383482933044,0
separate_e2e,42,small,2845,4,0.00021819038374815136,0.01477126870304346,0.06611974537372589,1.5315946340560913,0.3248620629310608,0
separate_e2e,42,medium,2845,2,0.0007038275361992419,0.026529747992753983,0.014395631849765778,0.1930829882621765,0.4582260549068451,0
separate_e2e,42,small,2845,0,0.0013659031828865409,0.036958128213882446,0.022650420665740967,0.3640485405921936,0.3220789432525635,0
separate_e2e,42,large,2845,1,0.0005745324306190014,0.023969406262040138,0.052436575293540955,0.2150748372077942,0.794050395488739,0
separate_e2e,42,small,2845,3,0.000637320801615715,0.025245213881134987,0.07621140778064728,1.7487874031066895,0.2793155014514923,0
separate_e2e,42,small,9537,0,0.008015267550945282,0.08952802419662476,0.12221291661262512,1.5044598579406738,0.1768646240234375,1
separate_e2e,42,large,9537,1,0.0013028774410486221,0.03609539195895195,0.03169339895248413,0.05661321058869362,0.8687098026275635,0
separate_e2e,42,large,5146,8,5.5978231102926657e-05,0.007481859996914864,0.03619040548801422,0.15813779830932617,0.8631455302238464,1
separate_e2e,42,large,5146,0,6.021944136591628e-05,0.007760118693113327,0.034437909722328186,0.086910180747509,0.8919747471809387,0
separate_e2e,42,large,5146,7,6.606816168641672e-05,0.008128232322633266,0.02192319929599762,0.057024821639060974,0.9453752636909485,1
separate_e2e,42,large,5146,1,0.00030648644315078855,0.017506754025816917,0.014642372727394104,0.03122049756348133,0.7954451441764832,0
separate_e2e,42,large,5146,6,0.001226948108524084,0.035027820616960526,0.04926463961601257,0.11319734156131744,0.8419641852378845,1
separate_e2e,42,large,5146,9,3.249947985750623e-05,0.005700831301510334,0.036317095160484314,0.18222443759441376,0.8390531539916992,1
separate_e2e,42,large,5146,3,0.00016047802637331188,0.012667992152273655,0.0732390284538269,0.42321282625198364,0.7020971775054932,0
separate_e2e,42,large,5146,4,6.20072241872549e-05,0.007874466478824615,0.06555534899234772,0.30905047059059143,0.7615469098091125,0
separate_e2e,42,large,5146,5,0.0002021954715019092,0.014219545759260654,0.014507859945297241,0.05087945610284805,0.8346483111381531,1
separate_e2e,42,large,5146,2,3.662268454718287e-06,0.001913705375045538,0.010706648230552673,0.06523071974515915,0.9349488019943237,0
separate_e2e,42,medium,4585,4,4.0832452214090154e-05,0.006390027701854706,0.023364149034023285,0.23278146982192993,0.7471150159835815,0
separate_e2e,42,small,4585,8,0.0012234135065227747,0.03497732803225517,0.037050798535346985,0.6290347576141357,0.3733244240283966,0
