experiment,seed,data_seed,epoch,cosine,main_grad_norm,weighted_aux_grad_norm,norm_ratio,step,projection_scope,enc_cls_aux_cosine_raw,enc_cls_aux_dot_raw,enc_cls_aux_dot_projected,enc_cls_grad_norm,enc_aux_grad_norm,enc_aux_grad_norm_projected,projection_applied,projection_removed_ratio,projection_vector_numel,projection_vector_mb,grad_scale,optimizer_step_skipped
shared_e2e_rep_projected,42,42,1,3.386198659427464e-05,4.085684776306152,0.4241451919078827,0.10381251005158315,0,encoder_output_representation,3.386198659427464e-05,0.00011736046872101724,0.00011736046872101724,4.085684776306152,0.8482903838157654,0.8482903838157654,False,0.0,2670592,10.1875,65536.0,True
shared_e2e_rep_projected,42,42,1,8.829521220832248e-07,4.180809020996094,0.41742420196533203,0.09984292510588755,1,encoder_output_representation,8.829521220832248e-07,3.081804607063532e-06,3.081804607063532e-06,4.180809020996094,0.8348484039306641,0.8348484039306641,False,0.0,3396096,12.955078125,32768.0,True
shared_e2e_rep_projected,42,42,1,-0.0005902526318095624,3.4439852237701416,0.6677950620651245,0.19390183716702686,2,encoder_output_representation,-0.0005902526318095624,-0.0027150160167366266,-3.4924596548080444e-10,3.4439852237701416,1.335590124130249,1.33558988571167,True,1.7881393432617188e-07,2088960,7.96875,16384.0,True
shared_e2e_rep_projected,42,42,1,0.0009278500801883638,3.043635606765747,0.7918620705604553,0.26016980114183585,3,encoder_output_representation,0.0009278500801883638,0.0044724964536726475,0.0044724964536726475,3.043635606765747,1.5837241411209106,1.5837241411209106,False,0.0,2350080,8.96484375,8192.0,True
shared_e2e_rep_projected,42,42,1,-0.0001884562661871314,0.5524609088897705,0.2541668117046356,0.46006297932538087,4,encoder_output_representation,-0.0001884562661871314,-5.292501373332925e-05,-7.275957614183426e-11,0.5524609088897705,0.5083336234092712,0.5083336234092712,True,0.0,2611200,9.9609375,4096.0,True
shared_e2e_rep_projected,42,42,1,-0.002367352833971381,4.0538554191589355,0.6639245748519897,0.16377608626943482,5,encoder_output_representation,-0.002367352833971381,-0.01274324394762516,-3.725290298461914e-09,4.0538554191589355,1.3278491497039795,1.3278454542160034,True,2.8014183044433594e-06,2350080,8.96484375,2048.0,True
shared_e2e_rep_projected,42,42,1,-0.00012469166540540755,1.3733623027801514,0.43588507175445557,0.31738534753143893,6,encoder_output_representation,-0.00012469166540540755,-0.00014928786549717188,-1.7462298274040222e-10,1.3733623027801514,0.8717701435089111,0.8717701435089111,True,0.0,3194880,12.1875,1024.0,True
shared_e2e_rep_projected,42,42,1,-0.00044957324280403554,1.8938655853271484,0.48738428950309753,0.25734893398937086,7,encoder_output_representation,-0.00044957324280403554,-0.0008299484616145492,-2.0372681319713593e-10,1.8938655853271484,0.9747685790061951,0.9747684597969055,True,1.1920928955078125e-07,2350080,8.96484375,512.0,True
shared_e2e_rep_projected,42,42,1,0.00044321196037344635,5.313684940338135,2.6293673515319824,0.4948293662598414,8,encoder_output_representation,0.00044321196037344635,0.012384787201881409,0.012384787201881409,5.313684940338135,5.258734703063965,5.258734703063965,False,0.0,2350080,8.96484375,256.0,True
shared_e2e_rep_projected,42,42,1,-0.00045592125388793647,1.648593544960022,0.8392221331596375,0.5090533902217774,9,encoder_output_representation,-0.00045592125388793647,-0.0012615671148523688,-1.5133991837501526e-09,1.648593544960022,1.678444266319275,1.6784440279006958,True,1.1920928955078125e-07,2396160,9.140625,128.0,False
shared_e2e_rep_projected,42,42,1,-0.00011454378545749933,5.37587833404541,1.957872748374939,0.3641958814387113,10,encoder_output_representation,-0.00011454378545749933,-0.0024112120736390352,-1.6298145055770874e-09,5.37587833404541,3.915745496749878,3.915745258331299,True,5.960464477539063e-08,3525120,13.447265625,128.0,False
shared_e2e_rep_projected,42,42,1,0.0013163811527192593,1.750239372253418,0.7785187363624573,0.4448070068039443,11,encoder_output_representation,0.0013163811527192593,0.0035873865708708763,0.0035873865708708763,1.750239372253418,1.5570374727249146,1.5570374727249146,False,0.0,2088960,7.96875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0018955928971990943,1.6725122928619385,0.3914470672607422,0.2340473483701056,12,encoder_output_representation,-0.0018955928971990943,-0.0024820894468575716,-2.3283064365386963e-10,1.6725122928619385,0.7828941345214844,0.7828927040100098,True,1.8477439880371094e-06,2350080,8.96484375,128.0,False
shared_e2e_rep_projected,42,42,1,0.00028888406814076006,0.7862654328346252,0.2942626178264618,0.3742535351778003,13,encoder_output_representation,0.00028888406814076006,0.00013367735664360225,0.00013367735664360225,0.7862654328346252,0.5885252356529236,0.5885252356529236,False,0.0,3133440,11.953125,128.0,False
shared_e2e_rep_projected,42,42,1,0.0002734785375650972,0.9051587581634521,0.31107297539711,0.3436667574517761,14,encoder_output_representation,0.0002734785375650972,0.00015400693519040942,0.00015400693519040942,0.9051587581634521,0.62214595079422,0.62214595079422,False,0.0,3133440,11.953125,128.0,False
shared_e2e_rep_projected,42,42,1,-3.460684820311144e-05,1.519099473953247,0.3191997706890106,0.21012433758425128,15,encoder_output_representation,-3.460684820311144e-05,-3.356146044097841e-05,-1.1641532182693481e-10,1.519099473953247,0.6383995413780212,0.6383995413780212,True,0.0,2350080,8.96484375,128.0,False
shared_e2e_rep_projected,42,42,1,0.0007199658430181444,0.7173218727111816,0.9363290667533875,1.3053123045230013,16,encoder_output_representation,0.0007199658430181444,0.0009671291336417198,0.0009671291336417198,0.7173218727111816,1.872658133506775,1.872658133506775,False,0.0,2221056,8.47265625,128.0,False
shared_e2e_rep_projected,42,42,1,-4.722831363324076e-05,0.6853842735290527,0.5576693415641785,0.8136593778155014,17,encoder_output_representation,-4.722831363324076e-05,-3.610300336731598e-05,-4.3655745685100555e-11,0.6853842735290527,1.115338683128357,1.115338683128357,True,0.0,3202560,12.216796875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.00038998466334305704,0.47617703676223755,0.48152244091033936,1.011225665530719,18,encoder_output_representation,-0.00038998466334305704,-0.00017883910913951695,4.9112713895738125e-11,0.47617703676223755,0.9630448818206787,0.9630447626113892,True,1.1920928955078125e-07,2088960,7.96875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0014074830105528235,0.11799405515193939,0.3255499303340912,2.7590367151538677,19,encoder_output_representation,-0.0014074830105528235,-0.00010813116386998445,7.275957614183426e-12,0.11799405515193939,0.6510998606681824,0.6510992050170898,True,1.0132789611816406e-06,2810880,10.72265625,128.0,False
shared_e2e_rep_projected,42,42,1,-0.00023691669048275799,0.14556093513965607,0.329611599445343,2.264423480991672,20,encoder_output_representation,-0.00023691669048275799,-2.2733849618816748e-05,4.547473508864641e-12,0.14556093513965607,0.659223198890686,0.6592231392860413,True,1.1920928955078125e-07,2928640,11.171875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0039936238899827,0.06309100985527039,0.27476584911346436,4.355071344455766,21,encoder_output_representation,-0.0039936238899827,-0.00013846097863279283,-1.0913936421275139e-11,0.06309100985527039,0.5495316982269287,0.5495273470878601,True,7.927417755126953e-06,2350080,8.96484375,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0020131259225308895,0.05006524547934532,0.2936725318431854,5.86579630303304,22,encoder_output_representation,-0.0020131259225308895,-5.9197125665377825e-05,-1.8189894035458565e-12,0.05006524547934532,0.5873450636863708,0.5873438715934753,True,2.0265579223632812e-06,3194880,12.1875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0007651335326954722,0.011218462139368057,0.16517525911331177,14.723520662754243,23,encoder_output_representation,-0.0007651335326954722,-2.835603709172574e-06,1.1368683772161603e-13,0.011218462139368057,0.33035051822662354,0.330350399017334,True,3.5762786865234375e-07,2580480,9.84375,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0011993638472631574,0.03997904807329178,0.2981618642807007,7.4579530691699825,24,encoder_output_representation,-0.0011993638472631574,-2.8593380193342455e-05,0.0,0.03997904807329178,0.5963237285614014,0.5963233113288879,True,7.152557373046875e-07,2350080,8.96484375,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0019224588759243488,0.03299776464700699,0.2951396405696869,8.944231335877992,25,encoder_output_representation,-0.0019224588759243488,-3.744545392692089e-05,-9.094947017729282e-13,0.03299776464700699,0.5902792811393738,0.590278148651123,True,1.9073486328125e-06,3194880,12.1875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0020748625975102186,0.032982293516397476,0.30545201897621155,9.261090919112494,26,encoder_output_representation,-0.0020748625975102186,-4.1806441004155204e-05,-4.547473508864641e-12,0.032982293516397476,0.6109040379524231,0.610902726650238,True,2.1457672119140625e-06,2350080,8.96484375,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0014230883680284023,0.033333584666252136,0.3038494288921356,9.115414136654836,27,encoder_output_representation,-0.0014230883680284023,-2.8827191272284836e-05,-2.7284841053187847e-12,0.033333584666252136,0.6076988577842712,0.6076982617378235,True,9.5367431640625e-07,2355200,8.984375,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0028579607605934143,0.015950018540024757,0.2430402636528015,15.237616372853713,28,encoder_output_representation,-0.0028579607605934143,-2.215775202785153e-05,0.0,0.015950018540024757,0.486080527305603,0.48607856035232544,True,4.0531158447265625e-06,2088960,7.96875,128.0,False
shared_e2e_rep_projected,42,42,1,0.0001317088317591697,0.027156664058566093,0.28628313541412354,10.54191099454355,29,encoder_output_representation,0.0001317088317591697,2.047939233307261e-06,2.047939233307261e-06,0.027156664058566093,0.5725662708282471,0.5725662708282471,False,0.0,2088960,7.96875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.001278584124520421,0.026361770927906036,0.3844325840473175,14.582957461342817,30,encoder_output_representation,-0.001278584124520421,-2.591516931715887e-05,0.0,0.026361770927906036,0.768865168094635,0.7688645124435425,True,8.344650268554688e-07,3194880,12.1875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.000964585691690445,0.04698316380381584,0.5759058594703674,12.257707077265707,31,encoder_output_representation,-0.000964585691690445,-5.219928425503895e-05,-3.637978807091713e-12,0.04698316380381584,1.1518117189407349,1.151811122894287,True,5.364418029785156e-07,2088960,7.96875,128.0,False
shared_e2e_rep_projected,42,42,1,-0.0026484387926757336,0.029614504426717758,0.37109220027923584,12.530758405818267,32,encoder_output_representation,-0.0026484387926757336,-5.821115701110102e-05,1.8189894035458565e-12,0.029614504426717758,0.7421844005584717,0.7421818375587463,True,3.4570693969726562e-06,2396160,9.140625,128.0,False
shared_e2e_rep_projected,42,42,1,9.700187365524471e-05,0.005029528401792049,0.20159143209457397,40.0815774343268,33,encoder_output_representation,9.700187365524471e-05,1.9670230244628328e-07,1.9670230244628328e-07,0.005029528401792049,0.40318286418914795,0.40318286418914795,False,0.0,2785280,10.625,128.0,False
shared_e2e_rep_projected,42,42,1,-0.001677064225077629,0.015438894741237164,0.3583236634731293,23.209152564273246,34,encoder_output_representation,-0.001677064225077629,-1.8555445421952754e-05,1.8189894035458565e-12,0.015438894741237164,0.7166473269462585,0.7166463732719421,True,1.3113021850585938e-06,2396160,9.140625,128.0,False
