experiment,seed,data_seed,epoch,model_fingerprint,train_seconds,total_loss,main_loss,main_cls_or_obj_loss,main_bbox_loss,main_giou_loss,aux_loss,aux_l1,aux_giou,aux_coverage,collision_rate,aux_weight_mean,projection_conflict_rate,enc_cls_aux_cosine_raw_mean,projection_removed_ratio_mean,epoch_train_seconds,iteration_seconds,peak_extra_cuda_mb,optimizer_step_skip_rate,map,map50,map75,mar100,val_seconds,raw_feature_norm,adapted_feature_norm,decoder_feature_norm
shared_e2e_rep_projected,42,42,10,c16286f63961237b,11338.227694599984,1.2924069296717644,0.9675579005678495,0.3294914951274792,0.05598308259062469,0.17907549587885538,0.6496980562210083,0.06317070441196362,0.16692226662983498,0.9997821350762527,0.00021786492374727668,0.5,0.474,0.00024430761205985617,5.468885103861491e-06,1158.1143585999962,0.7720762390666641,10043.54541015625,0.0,0.15002480149269104,0.30023565888404846,0.13741523027420044,0.45095813274383545,106.45930260000023,6.022924775123596,8.645775016148885,14.17013283030192
shared_e2e_rep_projected,42,42,11,c16286f63961237b,12484.902721099985,1.202079018930594,0.8985380130410194,0.30725603236754734,0.051866807998468475,0.16597396881630022,0.6070820137560368,0.059024487538884084,0.1559797873745362,0.9998910675381264,0.00010893246187363834,0.5,0.47,0.00024385381428578513,6.5251588821411135e-06,1146.675026500001,0.7644500176666673,9968.6416015625,0.0006666666666666666,0.18404419720172882,0.3461436629295349,0.17350462079048157,0.4583722651004791,107.97827239999606,6.089359099070231,8.783298770268757,14.208516070683798
shared_e2e_rep_projected,42,42,12,c16286f63961237b,13620.299587199988,1.1144057110945385,0.8344296322464942,0.2792440629949172,0.04857135956734419,0.15616438444455466,0.5599521598815917,0.053865561975166204,0.1453121747945746,0.9998910675381264,0.00010893246187363834,0.5,0.462,0.0003678753163923526,5.224188168843587e-06,1135.3968661000035,0.756931244066669,10374.78125,0.0,0.18574240803718567,0.34671035408973694,0.17455630004405975,0.44899433851242065,106.13554619999923,6.0086299498875935,8.752253059069316,14.18698584874471
shared_e2e_rep_projected,42,42,13,c16286f63961237b,14756.194106999988,1.037750941157341,0.7783490936756134,0.2470923602382342,0.046255117010946076,0.14999057379116615,0.5188036964833737,0.04920744115610917,0.13638324511051178,0.9996732026143791,0.000326797385620915,0.5,0.484,0.00014772406433470072,5.2939256032307945e-06,1135.8945198000001,0.7572630132000001,10436.18701171875,0.0,0.22508050501346588,0.4096565544605255,0.21972575783729553,0.46497514843940735,108.94230519999837,5.92093766784668,8.71547137069702,14.247936782836915
shared_e2e_rep_projected,42,42,14,c16286f63961237b,15918.042411499984,0.9665046641429266,0.7219352961381277,0.21915183511873088,0.04393936408869922,0.14154331998030345,0.489138736397028,0.046438391853744786,0.12847338840117056,0.9997821350762527,0.00021786492374727668,0.5,0.488,0.00017026674709673747,5.6142409642537435e-06,1161.8483044999957,0.7745655363333305,10380.25732421875,0.0013333333333333333,0.2507152855396271,0.45220473408699036,0.244435653090477,0.47434908151626587,106.22743579999951,5.795609164237976,8.764983667055766,14.177454839070638
shared_e2e_rep_projected,42,42,15,c16286f63961237b,17062.37094879998,0.8946021489302317,0.670498335023721,0.19124244951580963,0.04164230722126861,0.13552217390264074,0.44820762758453686,0.04156518341290454,0.12019085498526692,0.9995642701525055,0.00043572984749455336,0.5,0.47533333333333333,1.8781001962906886e-05,6.171067555745443e-06,1144.3285372999962,0.7628856915333309,10198.787109375,0.0,0.2463756799697876,0.4530496597290039,0.2318153977394104,0.46249669790267944,109.61548239999684,5.755391914367676,8.81387855497996,14.23903291829427
shared_e2e_rep_projected,42,42,16,c16286f63961237b,18186.524315799987,0.8354701403280099,0.6209509498029947,0.17310600474476814,0.0388697863103201,0.12674800676107406,0.4290383818050226,0.039942798170571524,0.11466219575330615,0.9996732026143791,0.000326797385620915,0.5,0.492,3.488583620297921e-05,6.265004475911459e-06,1124.1533670000063,0.7494355780000042,10387.69677734375,0.0,0.2608841359615326,0.47201022505760193,0.25014740228652954,0.46846726536750793,106.84919110000192,5.671848528861999,8.781986230214438,14.220575374603271
shared_e2e_rep_projected,42,42,17,c16286f63961237b,19344.817378999986,0.7848894670406977,0.5833874910374482,0.15288455703854562,0.03727395742572844,0.1220665730026861,0.4030039529005686,0.03710157884036501,0.10874802946299314,0.9997821350762527,0.00021786492374727668,0.5,0.5046666666666667,8.618624363559018e-06,7.00676441192627e-06,1158.2930631999989,0.772195375466666,10133.51171875,0.0013333333333333333,0.2668205499649048,0.4772515892982483,0.25584396719932556,0.47089463472366333,106.73302999999578,5.662227863788605,8.772668034871419,14.256408840815226
shared_e2e_rep_projected,42,42,18,c16286f63961237b,20506.38462919998,0.7556915275951227,0.5589475440482299,0.14414746000245213,0.03570202144297461,0.11814498768125971,0.3934879662642876,0.036024912745381395,0.10668170104175806,0.9996732026143791,0.000326797385620915,0.5,0.506,6.3665079413416e-05,6.423234939575195e-06,1161.5672501999943,0.7743781667999962,10043.646484375,0.0,0.26806044578552246,0.4778965711593628,0.25548526644706726,0.4709317982196808,107.61258950000047,5.617674983024597,8.737679921468098,14.301480695724488
shared_e2e_rep_projected,42,42,19,c16286f63961237b,21644.759662199984,0.7341000531415145,0.5402164643009504,0.1355915292877083,0.0345644478239119,0.11590134766573708,0.38776717697580654,0.035587956024954716,0.10491369799648723,0.9996732026143791,0.000326797385620915,0.5,0.508,0.00016119463034033288,6.320953369140625e-06,1138.375033000004,0.7589166886666693,10394.92333984375,0.0013333333333333333,0.2671022415161133,0.4783552289009094,0.2539101243019104,0.47108542919158936,107.32347969999682,5.6390749384562175,8.783524558703105,14.299150195439656
shared_e2e_rep_projected,42,42,20,c16286f63961237b,22773.625898699982,0.7143899453183015,0.5253022001087666,0.13280857388675213,0.03374950362617771,0.11187305338556568,0.378175490424037,0.034825041045745214,0.10202514233936866,0.9996732026143791,0.000326797385620915,0.5,0.51,0.000182871186013017,6.3823461532592775e-06,1128.8662364999982,0.7525774909999988,10401.78125,0.0,0.26905542612075806,0.48077014088630676,0.25556471943855286,0.4727124571800232,107.57279759999801,5.6008667561213175,8.75519494374593,14.306030782063802
