experiment,seed,metric_type,key,value,scale
separate_e2e,42,class_scale,aeroplane,,small
separate_e2e,42,class_scale,aeroplane,,medium
separate_e2e,42,class_scale,aeroplane,0.053370725819385,large
separate_e2e,42,class_scale,bicycle,,small
separate_e2e,42,class_scale,bicycle,0.0732973297329733,medium
separate_e2e,42,class_scale,bicycle,0.0894392642470336,large
separate_e2e,42,class_scale,bird,,small
separate_e2e,42,class_scale,bird,0.6012820512820511,medium
separate_e2e,42,class_scale,bird,0.0169528780785675,large
separate_e2e,42,class_scale,boat,,small
separate_e2e,42,class_scale,boat,0.0,medium
separate_e2e,42,class_scale,boat,0.0336633663366336,large
separate_e2e,42,class_scale,bottle,0.0,small
separate_e2e,42,class_scale,bottle,,medium
separate_e2e,42,class_scale,bottle,0.5338283828382838,large
separate_e2e,42,class_scale,bus,0.0,small
separate_e2e,42,class_scale,bus,0.2103960396039603,medium
separate_e2e,42,class_scale,bus,0.0209492688399274,large
separate_e2e,42,class_scale,car,0.2067106710671067,small
separate_e2e,42,class_scale,car,0.2808669926462587,medium
separate_e2e,42,class_scale,car,0.2732377630606962,large
separate_e2e,42,class_scale,cat,,small
separate_e2e,42,class_scale,cat,,medium
separate_e2e,42,class_scale,cat,0.1834944232080051,large
separate_e2e,42,class_scale,chair,,small
separate_e2e,42,class_scale,chair,0.2236377139863764,medium
separate_e2e,42,class_scale,chair,0.1965968515895372,large
separate_e2e,42,class_scale,cow,0.0,small
separate_e2e,42,class_scale,cow,0.1372197478884101,medium
separate_e2e,42,class_scale,cow,0.0808165900884675,large
separate_e2e,42,class_scale,diningtable,,small
separate_e2e,42,class_scale,diningtable,0.0,medium
separate_e2e,42,class_scale,diningtable,0.0,large
separate_e2e,42,class_scale,dog,,small
separate_e2e,42,class_scale,dog,,medium
separate_e2e,42,class_scale,dog,0.0266791255076115,large
separate_e2e,42,class_scale,horse,0.0,small
separate_e2e,42,class_scale,horse,0.0625,medium
separate_e2e,42,class_scale,horse,0.0584086426532204,large
separate_e2e,42,class_scale,motorbike,0.0,small
separate_e2e,42,class_scale,motorbike,0.03125,medium
separate_e2e,42,class_scale,motorbike,0.0277377130157979,large
separate_e2e,42,class_scale,person,0.181259186843054,small
separate_e2e,42,class_scale,person,0.2099851241439528,medium
separate_e2e,42,class_scale,person,0.375859501291536,large
separate_e2e,42,class_scale,pottedplant,,small
separate_e2e,42,class_scale,pottedplant,0.0046737922762763,medium
separate_e2e,42,class_scale,pottedplant,0.3499999999999999,large
separate_e2e,42,class_scale,sheep,0.0,small
separate_e2e,42,class_scale,sheep,0.0,medium
separate_e2e,42,class_scale,sheep,0.0,large
separate_e2e,42,class_scale,sofa,,small
separate_e2e,42,class_scale,sofa,0.0,medium
separate_e2e,42,class_scale,sofa,0.0819263040542186,large
separate_e2e,42,class_scale,train,,small
separate_e2e,42,class_scale,train,0.0,medium
separate_e2e,42,class_scale,train,0.0361999159416121,large
separate_e2e,42,class_scale,tvmonitor,0.0,small
separate_e2e,42,class_scale,tvmonitor,0.0,medium
separate_e2e,42,class_scale,tvmonitor,0.0550361766945925,large
separate_e2e,42,iou,0.50,0.1414148360490799,
separate_e2e,42,iou,0.55,0.1382470726966858,
separate_e2e,42,iou,0.60,0.1283539682626724,
separate_e2e,42,iou,0.65,0.1186100840568542,
separate_e2e,42,iou,0.70,0.1088595017790794,
separate_e2e,42,iou,0.75,0.0960476547479629,
separate_e2e,42,iou,0.80,0.064468078315258,
separate_e2e,42,iou,0.85,0.0380727015435695,
separate_e2e,42,iou,0.90,0.0238248873502016,
separate_e2e,42,iou,0.95,0.0122192157432436,
baseline,43,area,all,0.1032892614603042,
baseline,43,area,small,0.0472895838320255,
baseline,43,area,medium,0.1138679906725883,
baseline,43,area,large,0.176515981554985,
baseline,43,class,aeroplane,0.1051231250166893,
baseline,43,class,bicycle,0.0636320784687995,
baseline,43,class,bird,0.0213346220552921,
baseline,43,class,boat,0.0,
baseline,43,class,bottle,0.3097029626369476,
baseline,43,class,bus,0.0099156005308032,
baseline,43,class,car,0.2761181592941284,
baseline,43,class,cat,0.09320118278265,
baseline,43,class,chair,0.1635784059762954,
baseline,43,class,cow,0.0815131217241287,
baseline,43,class,diningtable,0.0860096886754036,
baseline,43,class,dog,0.0101774763315916,
baseline,43,class,horse,0.1391603350639343,
baseline,43,class,motorbike,0.1209641695022583,
