experiment,seed,image_id,large_gt_count,matched_tp_score_mean,matched_tp_score_min,matched_iou_mean,matched_class_accuracy,fp_query_count,fp_score_mean,fp_score_q95,fp_score_q99,fp_score_top10_mean,fp_score_max,tp_minus_top_fp,tp_above_top_fp,duplicate_like_fp50_count,duplicate_like_fp50_rate,high_confidence_fp50_count,checkpoint_epoch,fingerprint
shared_e2e,42,740,2,0.03976467251777649,0.03723730891942978,0.9058210849761963,0.0,298,0.02667250484228134,0.052885930985212326,0.06566333025693893,0.06625543534755707,0.07696611434221268,-0.03720144182443619,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,4031,2,0.08811024576425552,0.07104842364788055,0.899019718170166,0.0,297,0.04154696688055992,0.0852871984243393,0.10438884049654007,0.10401026904582977,0.12204143404960632,-0.0339311882853508,0,3,0.010101010091602802,0,7,c16286f63961237b
shared_e2e,42,9724,1,0.10603541880846024,0.10603541880846024,0.9646579623222351,1.0,299,0.033222001045942307,0.08209546655416489,0.11077723652124405,0.10935169458389282,0.12499454617500305,-0.018959127366542816,0,46,0.1538461595773697,0,7,c16286f63961237b
shared_e2e,42,7062,1,0.06997041404247284,0.06997041404247284,0.9702785611152649,0.0,299,0.028117774054408073,0.06518755853176117,0.09083972126245499,0.08824004977941513,0.09578382223844528,-0.025813408195972443,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,9755,2,0.15928064286708832,0.09381647408008575,0.8989604711532593,0.5,298,0.03334427997469902,0.08304194360971451,0.1944185197353363,0.1618160754442215,0.27209556102752686,-0.11281491816043854,0,10,0.033557046204805374,0,7,c16286f63961237b
shared_e2e,42,3808,1,0.0384545624256134,0.0384545624256134,0.9622575044631958,0.0,299,0.03501349315047264,0.08098611980676651,0.11278503388166428,0.10933568328619003,0.12906263768672943,-0.09060807526111603,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,5478,4,0.0962759330868721,0.02764923870563507,0.8548619747161865,0.5,296,0.046133071184158325,0.11390189826488495,0.17698927223682404,0.17699669301509857,0.20676597952842712,-0.11049004644155502,0,33,0.11148648709058762,0,7,c16286f63961237b
shared_e2e,42,7905,1,0.07750747352838516,0.07750747352838516,0.8925884962081909,1.0,299,0.028232427313923836,0.07520883530378342,0.10412275046110153,0.10155950486660004,0.12711209058761597,-0.049604617059230804,0,23,0.07692307978868484,0,7,c16286f63961237b
shared_e2e,42,8633,3,0.12331384420394897,0.07939230650663376,0.7971479296684265,0.0,296,0.043505094945430756,0.11391237378120422,0.15805557370185852,0.1531645506620407,0.173143208026886,-0.04982936382293701,0,13,0.0439189188182354,0,7,c16286f63961237b
shared_e2e,42,1918,2,0.21507573127746582,0.11946193128824234,0.8683861494064331,1.0,298,0.04456073418259621,0.15296180546283722,0.26445937156677246,0.23184600472450256,0.2738305330276489,-0.058754801750183105,0,13,0.043624162673950195,0,7,c16286f63961237b
shared_e2e,42,4405,4,0.07353327423334122,0.03555464744567871,0.753298282623291,0.5,296,0.047494951635599136,0.09881778806447983,0.11664091795682907,0.11428868770599365,0.13165245950222015,-0.05811918526887894,0,12,0.04054054245352745,0,7,c16286f63961237b
shared_e2e,42,8443,1,0.05852733179926872,0.05852733179926872,0.7358559966087341,1.0,299,0.027346638962626457,0.07534279674291611,0.10506322234869003,0.09998580813407898,0.11395040899515152,-0.0554230771958828,0,9,0.03010033443570137,0,7,c16286f63961237b
shared_e2e,42,6654,3,0.11049589514732361,0.08456398546695709,0.8593906760215759,1.0,297,0.045875027775764465,0.11639760434627533,0.17714305222034454,0.1622094064950943,0.19904537498950958,-0.08854947984218597,0,27,0.09090908616781235,0,7,c16286f63961237b
shared_e2e,42,1938,1,0.09569151699542999,0.09569151699542999,0.9545590281486511,1.0,299,0.03816640377044678,0.08359818905591965,0.12182644009590149,0.11673291027545929,0.1487734019756317,-0.05308188498020172,0,49,0.1638796031475067,0,7,c16286f63961237b
shared_e2e,42,6190,1,0.06403176486492157,0.06403176486492157,0.877349317073822,0.0,299,0.03943910449743271,0.08577141165733337,0.09775137901306152,0.09598776698112488,0.09901135414838791,-0.03497958928346634,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,5214,1,0.05563200265169144,0.05563200265169144,0.916373610496521,0.0,299,0.03464489057660103,0.08648407459259033,0.10733083635568619,0.10299720615148544,0.11332036554813385,-0.05768836289644241,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,6020,1,0.083048015832901,0.083048015832901,0.9589959383010864,0.0,298,0.03584746643900871,0.08459322154521942,0.10692897439002991,0.10879875719547272,0.1451360285282135,-0.0620880126953125,0,3,0.010067114606499672,0,7,c16286f63961237b
shared_e2e,42,9192,1,0.05251198261976242,0.05251198261976242,0.9006170630455017,0.0,299,0.03549380600452423,0.08547351509332657,0.10590938478708267,0.10739435255527496,0.12473808228969574,-0.07222609966993332,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,849,1,0.04245790094137192,0.04245790094137192,0.7453262805938721,0.0,299,0.02975022979080677,0.06862172484397888,0.0819060206413269,0.08104746788740158,0.086942657828331,-0.044484756886959076,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,3003,3,0.07386774569749832,0.051037926226854324,0.6408989429473877,1.0,296,0.060583554208278656,0.19561807811260223,0.23923037946224213,0.24030371010303497,0.3057875633239746,-0.23191982507705688,0,11,0.037162162363529205,0,7,c16286f63961237b
shared_e2e,42,7900,2,0.061333201825618744,0.0469689704477787,0.8533889651298523,0.0,298,0.03935534507036209,0.0794333890080452,0.10042466968297958,0.09770873934030533,0.12051820755004883,-0.059185005724430084,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,8095,1,0.0495353601872921,0.0495353601872921,0.9693504571914673,0.0,298,0.035335246473550797,0.09801363199949265,0.12847787141799927,0.12601882219314575,0.1443110704421997,-0.09477570652961731,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,3781,2,0.11920765787363052,0.10935507714748383,0.9169168472290039,1.0,297,0.06006176769733429,0.1482151448726654,0.18012499809265137,0.18340955674648285,0.2295810878276825,-0.11037342995405197,0,51,0.17171716690063477,0,7,c16286f63961237b
shared_e2e,42,5588,1,0.2263166606426239,0.2263166606426239,0.9023841023445129,1.0,299,0.03180249407887459,0.0895836353302002,0.1526738852262497,0.1434239149093628,0.2094467729330063,0.016869887709617615,1,7,0.023411370813846588,0,7,c16286f63961237b
shared_e2e,42,8628,3,0.08548939228057861,0.0486900731921196,0.8733269572257996,0.6666666865348816,296,0.05435608699917793,0.12193506956100464,0.1919003129005432,0.16864070296287537,0.20434007048606873,-0.11885067820549011,0,34,0.11486487090587616,0,7,c16286f63961237b
shared_e2e,42,5314,1,0.028279636055231094,0.028279636055231094,0.8361235857009888,0.0,299,0.03456750512123108,0.06905858218669891,0.07762856781482697,0.07623865455389023,0.08378461003303528,-0.055504973977804184,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,8338,1,0.042967237532138824,0.042967237532138824,0.7746499180793762,0.0,299,0.03722642362117767,0.0778227299451828,0.10607137531042099,0.10525216907262802,0.11478684842586517,-0.07181961089372635,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,6949,1,0.06495735794305801,0.06495735794305801,0.8446224927902222,1.0,299,0.0337439589202404,0.07552553713321686,0.11077946424484253,0.1088816300034523,0.12686586380004883,-0.061908505856990814,0,46,0.1538461595773697,0,7,c16286f63961237b
shared_e2e,42,7154,1,0.15015119314193726,0.15015119314193726,0.9018813967704773,1.0,299,0.038637977093458176,0.12078092992305756,0.21031557023525238,0.19418618083000183,0.22496289014816284,-0.07481169700622559,0,33,0.11036789417266846,0,7,c16286f63961237b
shared_e2e,42,5940,6,0.24905788898468018,0.15698398649692535,0.8681793212890625,1.0,294,0.0822799801826477,0.21254943311214447,0.2637293040752411,0.25405654311180115,0.29495954513549805,-0.04590165615081787,0,77,0.2619047462940216,0,7,c16286f63961237b
shared_e2e,42,851,2,0.19158796966075897,0.11856303364038467,0.7643393278121948,0.5,298,0.038013678044080734,0.10734085738658905,0.17758189141750336,0.1792943775653839,0.26016879081726074,-0.06858082115650177,0,9,0.030201341956853867,0,7,c16286f63961237b
shared_e2e,42,7536,2,0.06428104639053345,0.06331129372119904,0.8069107532501221,0.0,298,0.04005714878439903,0.08466927707195282,0.1100190207362175,0.10956962406635284,0.12550261616706848,-0.061221569776535034,0,7,0.02348993346095085,0,7,c16286f63961237b
shared_e2e,42,8252,1,0.0727047473192215,0.0727047473192215,0.8584031462669373,0.0,299,0.033537592738866806,0.08071400970220566,0.12277290970087051,0.10807160288095474,0.13511307537555695,-0.06240832805633545,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,1206,2,0.12801875174045563,0.06277476996183395,0.8786579370498657,0.5,298,0.04205828532576561,0.12568658590316772,0.20578302443027496,0.19409769773483276,0.2667352259159088,-0.13871647417545319,0,20,0.06711409240961075,0,7,c16286f63961237b
shared_e2e,42,4121,2,0.20067115128040314,0.13919669389724731,0.831574559211731,0.5,297,0.04467253386974335,0.1253008246421814,0.21648891270160675,0.2086370438337326,0.2629028558731079,-0.06223170459270477,0,26,0.0875420868396759,0,7,c16286f63961237b
shared_e2e,42,4857,6,0.19581861793994904,0.036532483994960785,0.8572962284088135,0.8333333730697632,285,0.08946577459573746,0.2112070471048355,0.28574085235595703,0.2779969573020935,0.3325960040092468,-0.1367773860692978,0,34,0.11929824948310852,0,7,c16286f63961237b
shared_e2e,42,3759,3,0.24431653320789337,0.23709529638290405,0.9008487462997437,1.0,296,0.052738986909389496,0.15842515230178833,0.23696640133857727,0.21954958140850067,0.2795504629611969,-0.03523392975330353,0,34,0.11486487090587616,0,7,c16286f63961237b
shared_e2e,42,5057,2,0.15146256983280182,0.10484349727630615,0.8833233118057251,0.5,297,0.044622473418712616,0.1372671127319336,0.2230844348669052,0.2035253793001175,0.27589669823646545,-0.12443412840366364,0,22,0.07407407462596893,0,7,c16286f63961237b
shared_e2e,42,6296,3,0.18078242242336273,0.12890899181365967,0.9024645686149597,1.0,297,0.06369604170322418,0.18994465470314026,0.23535825312137604,0.23438569903373718,0.27274981141090393,-0.0919673889875412,0,72,0.24242423474788666,0,7,c16286f63961237b
shared_e2e,42,3351,1,0.11793769150972366,0.11793769150972366,0.9274012446403503,1.0,299,0.02831311710178852,0.07360029965639114,0.11268989741802216,0.1066884770989418,0.11879751086235046,-0.0008598193526268005,0,36,0.12040133774280548,0,7,c16286f63961237b
shared_e2e,42,3673,2,0.07057878375053406,0.06264381855726242,0.9412984848022461,0.0,298,0.04444350674748421,0.1109808161854744,0.12803378701210022,0.1272796094417572,0.1531917005777359,-0.08261291682720184,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,3330,1,0.09808345884084702,0.09808345884084702,0.9146672487258911,1.0,298,0.03290989622473717,0.10082057118415833,0.14173045754432678,0.12708386778831482,0.1639883667230606,-0.06590490788221359,0,14,0.0469798669219017,0,7,c16286f63961237b
shared_e2e,42,3838,4,0.20243242383003235,0.10238036513328552,0.8778340220451355,1.0,294,0.0855034664273262,0.23016543686389923,0.2705468237400055,0.25928640365600586,0.2766556143760681,-0.07422319054603577,0,83,0.28231292963027954,0,7,c16286f63961237b
shared_e2e,42,6759,1,0.05525212734937668,0.05525212734937668,0.9303022027015686,0.0,299,0.026831770315766335,0.049643624573946,0.09138640761375427,0.08527360111474991,0.1069847121834755,-0.051732584834098816,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,3886,1,0.07468102127313614,0.07468102127313614,0.9561634063720703,0.0,299,0.027434689924120903,0.062209248542785645,0.10083761066198349,0.09276609867811203,0.11994453519582748,-0.045263513922691345,0,1,0.0033444815780967474,0,7,c16286f63961237b
shared_e2e,42,3335,4,0.08008985966444016,0.054978303611278534,0.7913976907730103,0.75,293,0.05942739173769951,0.14769601821899414,0.24392111599445343,0.21576574444770813,0.2722490727901459,-0.19215920567512512,0,44,0.15017063915729523,0,7,c16286f63961237b
shared_e2e,42,5065,1,0.0822242721915245,0.0822242721915245,0.9300257563591003,1.0,299,0.03246961161494255,0.08303740620613098,0.10307320952415466,0.09990833699703217,0.10522782057523727,-0.02300354838371277,0,32,0.10702341049909592,0,7,c16286f63961237b
shared_e2e,42,5253,1,0.11422646790742874,0.11422646790742874,0.9632498025894165,0.0,299,0.029077574610710144,0.07806143164634705,0.13242948055267334,0.11637122929096222,0.13965412974357605,-0.02542766183614731,0,11,0.03678929805755615,0,7,c16286f63961237b
shared_e2e,42,4281,1,0.025798959657549858,0.025798959657549858,0.8205518126487732,0.0,298,0.03239374980330467,0.07511737942695618,0.16118748486042023,0.15486875176429749,0.19729094207286835,-0.17149198055267334,0,1,0.003355704713612795,0,7,c16286f63961237b
shared_e2e,42,1758,2,0.04540402069687843,0.028562167659401894,0.4786930978298187,0.5,298,0.04496288672089577,0.0985422283411026,0.12833315134048462,0.12657277286052704,0.1354638785123825,-0.09005986154079437,0,31,0.10402684658765793,0,7,c16286f63961237b
shared_e2e,42,756,1,0.059728752821683884,0.059728752821683884,0.9358442425727844,0.0,299,0.03437986969947815,0.08961138874292374,0.11692927032709122,0.11379258334636688,0.12924310564994812,-0.06951434910297394,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,6295,3,0.05047304555773735,0.04458228126168251,0.807614803314209,0.0,297,0.043009787797927856,0.15572349727153778,0.17924146354198456,0.177158921957016,0.19770680367946625,-0.1472337543964386,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,9072,1,0.09335892647504807,0.09335892647504807,0.5948925614356995,1.0,299,0.033809393644332886,0.07329823076725006,0.11917972564697266,0.11899664252996445,0.1520548313856125,-0.05869590491056442,0,8,0.02675585262477398,0,7,c16286f63961237b
shared_e2e,42,9032,2,0.08483902364969254,0.0839817002415657,0.8732388019561768,0.0,297,0.039708081632852554,0.11175603419542313,0.13930809497833252,0.13603296875953674,0.1621823012828827,-0.07734327763319016,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,4168,2,0.06458191573619843,0.05501739680767059,0.6988931894302368,0.5,298,0.044980280101299286,0.13499848544597626,0.20189641416072845,0.20013709366321564,0.2938114106655121,-0.22922949492931366,0,2,0.00671140942722559,0,7,c16286f63961237b
shared_e2e,42,7691,1,0.14967191219329834,0.14967191219329834,0.94204181432724,1.0,299,0.02502506412565708,0.05920804291963577,0.11104007810354233,0.10554848611354828,0.1355307251214981,0.014141187071800232,1,12,0.040133778005838394,0,7,c16286f63961237b
shared_e2e,42,140,2,0.03598133474588394,0.02863774262368679,0.6925958395004272,0.0,298,0.03312787413597107,0.07378789037466049,0.08772322535514832,0.08516699075698853,0.0916266217827797,-0.05564528703689575,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,6855,1,0.06361975520849228,0.06361975520849228,0.9527328014373779,0.0,297,0.043048564344644547,0.08787283301353455,0.19594202935695648,0.18131500482559204,0.30515947937965393,-0.24153971672058105,0,4,0.013468013145029545,0,7,c16286f63961237b
shared_e2e,42,2063,4,0.06160060316324234,0.04039902240037918,0.8345621228218079,0.75,293,0.05662483721971512,0.15991786122322083,0.22232744097709656,0.21436505019664764,0.24432751536369324,-0.1827269196510315,0,27,0.09215016663074493,0,7,c16286f63961237b
shared_e2e,42,9776,3,0.10684293508529663,0.04840218648314476,0.7045285105705261,0.6666666865348816,297,0.047244876623153687,0.15558871626853943,0.2818169593811035,0.2521405518054962,0.31808823347091675,-0.21124529838562012,0,17,0.05723905563354492,0,7,c16286f63961237b
shared_e2e,42,2129,4,0.0839494988322258,0.07472813129425049,0.7339304089546204,0.0,296,0.04004697874188423,0.10974058508872986,0.140893816947937,0.1355874240398407,0.16286107897758484,-0.07891158014535904,0,1,0.0033783784601837397,0,7,c16286f63961237b
shared_e2e,42,6348,1,0.11859367787837982,0.11859367787837982,0.9336978197097778,0.0,298,0.042524926364421844,0.10593921691179276,0.14572836458683014,0.13741326332092285,0.1542847603559494,-0.03569108247756958,0,7,0.02348993346095085,0,7,c16286f63961237b
shared_e2e,42,2940,2,0.13790421187877655,0.05550568550825119,0.9530342817306519,0.5,293,0.04925840348005295,0.12480075657367706,0.22792558372020721,0.1966433972120285,0.2679561674594879,-0.13005195558071136,0,32,0.10921501368284225,0,7,c16286f63961237b
shared_e2e,42,4100,1,0.04699026793241501,0.04699026793241501,0.7437759637832642,0.0,299,0.03473735973238945,0.07496193796396255,0.0870739296078682,0.08552301675081253,0.09589028358459473,-0.04890001565217972,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,2953,4,0.0769231766462326,0.05826161429286003,0.7927433848381042,0.0,295,0.052651550620794296,0.14084197580814362,0.17673276364803314,0.17245596647262573,0.18265239894390106,-0.10572922229766846,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,8933,1,0.06693462282419205,0.06693462282419205,0.6645172238349915,0.0,297,0.03341487795114517,0.07261533290147781,0.09270128607749939,0.08935736119747162,0.10676360875368118,-0.039828985929489136,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,763,1,0.05192416533827782,0.05192416533827782,0.9257688522338867,0.0,299,0.03164761886000633,0.07335186004638672,0.11422392725944519,0.10916359722614288,0.12733741104602814,-0.07541324198246002,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,9942,3,0.1815626621246338,0.12462709844112396,0.8901735544204712,1.0,297,0.07753109186887741,0.1710512489080429,0.2402186095714569,0.21668307483196259,0.24592344462871552,-0.06436078250408173,0,92,0.3097642958164215,0,7,c16286f63961237b
shared_e2e,42,2567,1,0.06369648873806,0.06369648873806,0.9404175281524658,0.0,299,0.028441889211535454,0.08114974200725555,0.12216174602508545,0.1152268648147583,0.12659814953804016,-0.06290166079998016,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,9869,1,0.14788588881492615,0.14788588881492615,0.8629324436187744,1.0,299,0.04551873356103897,0.1149362325668335,0.17957590520381927,0.17122800648212433,0.19801035523414612,-0.05012446641921997,0,62,0.20735785365104675,0,7,c16286f63961237b
shared_e2e,42,5579,2,0.06576414406299591,0.0586031898856163,0.6556880474090576,0.0,298,0.036143600940704346,0.0844816043972969,0.12003672122955322,0.1145782470703125,0.13847748935222626,-0.07271334528923035,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,4464,2,0.1520370990037918,0.07550273835659027,0.9098174571990967,0.5,297,0.04263780638575554,0.11948148906230927,0.1577407866716385,0.16075339913368225,0.2200641632080078,-0.068027064204216,0,11,0.03703703731298447,0,7,c16286f63961237b
shared_e2e,42,4020,2,0.1219346672296524,0.0676707923412323,0.9070969820022583,0.5,297,0.055856671184301376,0.12926775217056274,0.15791982412338257,0.16095063090324402,0.20566929876804352,-0.08373463153839111,0,11,0.03703703731298447,0,7,c16286f63961237b
shared_e2e,42,3116,1,0.04137759655714035,0.04137759655714035,0.9075375199317932,0.0,299,0.029924536123871803,0.07569445669651031,0.0981653705239296,0.09634250402450562,0.1088704764842987,-0.06749287992715836,0,12,0.040133778005838394,0,7,c16286f63961237b
shared_e2e,42,865,4,0.1745862513780594,0.07138731330633163,0.8814006447792053,0.75,291,0.080424003303051,0.1971217840909958,0.2979256212711334,0.28180742263793945,0.3268808126449585,-0.1522945612668991,0,37,0.12714776396751404,0,7,c16286f63961237b
shared_e2e,42,2845,1,0.05805964395403862,0.05805964395403862,0.6980708837509155,0.0,294,0.046016477048397064,0.14831022918224335,0.1926155835390091,0.18153859674930573,0.20336918532848358,-0.14530953764915466,0,0,0.0,0,7,c16286f63961237b
shared_e2e,42,9537,1,0.07029622793197632,0.07029622793197632,0.8543819189071655,0.0,298,0.03436293825507164,0.09595514088869095,0.11924856156110764,0.13195745646953583,0.2262994349002838,-0.1560032069683075,0,5,0.016778523102402687,0,7,c16286f63961237b
shared_e2e,42,5146,10,0.18391859531402588,0.08350817859172821,0.8197090029716492,0.6000000238418579,290,0.08703053742647171,0.23940728604793549,0.30913418531417847,0.29590320587158203,0.3381493091583252,-0.15423071384429932,0,55,0.18965516984462738,0,7,c16286f63961237b
shared_e2e,42,5239,1,0.16223067045211792,0.16223067045211792,0.8392326831817627,1.0,296,0.056409720331430435,0.14423829317092896,0.19638732075691223,0.19435951113700867,0.23788823187351227,-0.07565756142139435,0,19,0.06418918818235397,0,7,c16286f63961237b
shared_e2e,42,3145,2,0.09018182754516602,0.08102656155824661,0.9007165431976318,1.0,298,0.04893544688820839,0.14211584627628326,0.19956743717193604,0.18518370389938354,0.2112189531326294,-0.12103712558746338,0,63,0.21140938997268677,0,7,c16286f63961237b
shared_e2e,42,7256,3,0.1543920487165451,0.077574223279953,0.8458694219589233,0.6666666865348816,297,0.0411316342651844,0.15025825798511505,0.24522574245929718,0.2169777899980545,0.27111709117889404,-0.11672504246234894,0,15,0.05050504952669144,0,7,c16286f63961237b
baseline,43,6381,7,0.24205507338047028,0.14224687218666077,0.8226318955421448,0.8571429252624512,283,0.09938231110572815,0.24012872576713562,0.3165305256843567,0.2938190996646881,0.3321502208709717,-0.0900951474905014,0,33,0.11660777777433395,0,7,d1b7a9f86e187c5e
baseline,43,4537,5,0.0965583324432373,0.0592658706009388,0.7966728210449219,0.20000000298023224,293,0.05745241418480873,0.13497111201286316,0.18157920241355896,0.18606218695640564,0.2528573274612427,-0.15629899501800537,0,0,0.0,0,7,d1b7a9f86e187c5e
baseline,43,9896,1,0.08069635182619095,0.08069635182619095,0.7971885800361633,0.0,299,0.025075098499655724,0.05561240389943123,0.0794232189655304,0.07483305037021637,0.10170064866542816,-0.021004296839237213,0,1,0.0033444815780967474,0,7,d1b7a9f86e187c5e
baseline,43,7223,1,0.1324872225522995,0.1324872225522995,0.954409122467041,1.0,299,0.028361713513731956,0.0787409245967865,0.09366324543952942,0.10104328393936157,0.16570499539375305,-0.03321777284145355,0,25,0.08361203968524933,0,7,d1b7a9f86e187c5e
baseline,43,1977,1,0.0782245397567749,0.0782245397567749,0.9487780332565308,0.0,299,0.030437979847192764,0.06643317639827728,0.09954532980918884,0.09906719624996185,0.1535232663154602,-0.0752987265586853,0,12,0.040133778005838394,0,7,d1b7a9f86e187c5e
baseline,43,5606,3,0.1310323029756546,0.04396955296397209,0.7832280397415161,0.6666666865348816,295,0.07094027101993561,0.17958277463912964,0.24700702726840973,0.22959592938423157,0.2621345520019531,-0.13110224902629852,0,33,0.11186440289020538,0,7,d1b7a9f86e187c5e
baseline,43,8368,2,0.12368809431791306,0.0853530615568161,0.84747314453125,0.5,298,0.04238222911953926,0.11230397969484329,0.16494973003864288,0.1731317788362503,0.2512507438659668,-0.12756264209747314,0,23,0.07718120515346527,0,7,d1b7a9f86e187c5e
baseline,43,6852,2,0.15271040797233582,0.12533347308635712,0.8056546449661255,0.5,297,0.03808211162686348,0.08322599530220032,0.13656234741210938,0.1349143236875534,0.19986890256404877,-0.04715849459171295,0,6,0.020202020183205605,0,7,d1b7a9f86e187c5e
baseline,43,5879,1,0.0602404847741127,0.0602404847741127,0.8934335708618164,1.0,299,0.03216773644089699,0.06896920502185822,0.08830802142620087,0.08946399390697479,0.13829296827316284,-0.07805248349905014,0,9,0.03010033443570137,0,7,d1b7a9f86e187c5e
baseline,43,3369,1,0.07036587595939636,0.07036587595939636,0.8095764517784119,0.0,296,0.052033938467502594,0.1271173059940338,0.250518798828125,0.23144960403442383,0.3145061433315277,-0.24414026737213135,0,0,0.0,0,7,d1b7a9f86e187c5e
baseline,43,6062,1,0.27096545696258545,0.27096545696258545,0.9585594534873962,1.0,297,0.04653076454997063,0.10782624036073685,0.2105684131383896,0.19536979496479034,0.28222107887268066,-0.011255621910095215,0,17,0.05723905563354492,0,7,d1b7a9f86e187c5e
baseline,43,740,2,0.04205291345715523,0.041046034544706345,0.8689851760864258,0.0,298,0.028726859018206596,0.06213231012225151,0.09716154634952545,0.09399669617414474,0.11407680809497833,-0.0720238983631134,0,0,0.0,0,7,d1b7a9f86e187c5e
baseline,43,4031,2,0.07918980717658997,0.056928448379039764,0.848580002784729,0.0,297,0.04025080427527428,0.07135586440563202,0.08604814857244492,0.08978122472763062,0.12442092597484589,-0.04523111879825592,0,0,0.0,0,7,d1b7a9f86e187c5e
baseline,43,9724,1,0.15063712000846863,0.15063712000846863,0.9300758838653564,1.0,299,0.0338614396750927,0.06528045982122421,0.09039171040058136,0.08810685575008392,0.12080217152833939,0.029834948480129242,1,26,0.08695652335882187,0,7,d1b7a9f86e187c5e
baseline,43,7062,1,0.11410781741142273,0.11410781741142273,0.9484121799468994,0.0,299,0.03012544848024845,0.05848902463912964,0.09867497533559799,0.09441845864057541,0.1350439339876175,-0.020936116576194763,0,0,0.0,0,7,d1b7a9f86e187c5e
baseline,43,9755,2,0.1643722653388977,0.08957041054964066,0.8463795185089111,0.5,298,0.03347451984882355,0.0702199712395668,0.15763776004314423,0.1445518434047699,0.2385188788175583,-0.07414661347866058,0,6,0.020134229212999344,0,7,d1b7a9f86e187c5e
baseline,43,3808,1,0.06325214356184006,0.06325214356184006,0.9133419990539551,0.0,299,0.03377421200275421,0.07406201958656311,0.1058114692568779,0.1069723591208458,0.16800260543823242,-0.10475046187639236,0,0,0.0,0,7,d1b7a9f86e187c5e
baseline,43,5478,4,0.10210248082876205,0.04866161197423935,0.7654671669006348,0.75,296,0.05145599693059921,0.12385158240795135,0.166778564453125,0.17498719692230225,0.26387137174606323,-0.16176888346672058,0,28,0.09459459781646729,0,7,d1b7a9f86e187c5e
baseline,43,7905,1,0.13049282133579254,0.13049282133579254,0.8361490964889526,1.0,299,0.028914084658026695,0.05572662502527237,0.10658230632543564,0.10536269843578339,0.19548937678337097,-0.06499655544757843,0,13,0.043478261679410934,0,7,d1b7a9f86e187c5e
baseline,43,8633,3,0.11177826672792435,0.10070093721151352,0.8108706474304199,0.0,296,0.040985725820064545,0.10306937247514725,0.1590966433286667,0.15317302942276,0.18391560018062592,-0.07213733345270157,0,6,0.020270271226763725,0,7,d1b7a9f86e187c5e
baseline,43,1918,2,0.15835851430892944,0.0855247750878334,0.8063874244689941,1.0,298,0.042626265436410904,0.10266270488500595,0.2078557163476944,0.19653168320655823,0.25484123826026917,-0.09648272395133972,0,8,0.02684563770890236,0,7,d1b7a9f86e187c5e
baseline,43,4405,4,0.06087706610560417,0.04306640475988388,0.7487494945526123,0.5,296,0.045900166034698486,0.08836790919303894,0.11062201857566833,0.1092379242181778,0.13145925104618073,-0.07058218121528625,0,4,0.013513513840734959,0,7,d1b7a9f86e187c5e
baseline,43,8443,1,0.04820704087615013,0.04820704087615013,0.8261988759040833,0.0,299,0.030439868569374084,0.06813488900661469,0.10442689061164856,0.09640481323003769,0.10803646594285965,-0.05982942506670952,0,6,0.020066889002919197,0,7,d1b7a9f86e187c5e
baseline,43,6654,3,0.18818660080432892,0.11137745529413223,0.8740988969802856,1.0,297,0.04096032679080963,0.08938658982515335,0.14756733179092407,0.14178967475891113,0.20262658596038818,-0.014439985156059265,0,22,0.07407407462596893,0,7,d1b7a9f86e187c5e
baseline,43,1938,1,0.09285690635442734,0.09285690635442734,0.9607685804367065,1.0,299,0.03521399945020676,0.08890355378389359,0.12246318906545639,0.12304409593343735,0.1985166221857071,-0.10565971583127975,0,27,0.09030099958181381,0,7,d1b7a9f86e187c5e
baseline,43,6190,1,0.09173105657100677,0.09173105657100677,0.7847655415534973,0.0,299,0.0359383150935173,0.07050216943025589,0.09529723972082138,0.09190426021814346,0.10893618315458298,-0.017205126583576202,0,0,0.0,0,7,d1b7a9f86e187c5e
baseline,43,5214,1,0.08261355012655258,0.08261355012655258,0.9031761288642883,1.0,299,0.03463539108633995,0.07484588027000427,0.1263195127248764,0.10953708738088608,0.13828399777412415,-0.055670447647571564,0,0,0.0,0,7,d1b7a9f86e187c5e
