experiment,seed,epoch,cosine,main_grad_norm,weighted_aux_grad_norm,norm_ratio
shared_e2e,42,1,0.020331861451268196,36.467288970947266,2.6119143962860107,0.07162348696572615
shared_e2e,42,2,0.30635905265808105,11.496624946594238,1.6551454067230225,0.1439679396702719
shared_e2e,42,3,0.20087939500808716,16.61272430419922,2.3209259510040283,0.1397077269510435
shared_e2e,42,4,0.7074578404426575,20.66059112548828,6.998007297515869,0.33871283038376676
shared_e2e,42,5,0.7621476650238037,21.93927764892578,9.167657852172852,0.41786507281025864
shared_e2e,42,6,0.5127266645431519,16.159318923950195,5.933208465576172,0.3671694638554594
shared_e2e,42,7,-0.48831260204315186,31.899986267089844,12.908712387084961,0.4046620045226305
