experiment,seed,checkpoint_epoch,image_id,scale,query_index,target_index,target_area_pixels,center_error_x,center_error_y,center_error_l1,covariance_error_l1,predicted_var_x,predicted_var_y,target_var_x,target_var_y,off_diagonal_abs,valid_attention_mass
baseline,42,7,865,medium,189,2,7171.00146484375,0.010828495025634766,0.008420288562774658,0.019248783588409424,0.0036567836068570614,0.0015344112180173397,0.003887443570420146,0.0016803338658064604,0.006045038811862469,0.0006766329170204699,0.7868537902832031
baseline,42,7,865,large,205,0,9995.9990234375,0.015910685062408447,0.03220480680465698,0.04811549186706543,0.006216886453330517,0.0013910705456510186,0.003529368666931987,0.0032013326417654753,0.00616533262655139,0.0008853302570059896,0.781080961227417
baseline,42,7,865,large,264,7,40552.0,0.03288626670837402,0.014471709728240967,0.04735797643661499,0.04381633177399635,0.002668161178007722,0.006984566804021597,0.007301333826035261,0.044489484280347824,0.0008391203009523451,0.8093929290771484
baseline,42,7,2845,small,39,4,374.39996337890625,0.04470381140708923,0.08933442831039429,0.13403823971748352,0.0067778341472148895,0.0023025653790682554,0.0020767110399901867,0.00014421326341107488,0.00019200006499886513,0.001367385615594685,0.844536542892456
baseline,42,7,2845,small,173,0,541.7997436523438,0.013032883405685425,0.1162070631980896,0.12923994660377502,0.008715521544218063,0.003086867043748498,0.00271044229157269,0.0003944530326407403,0.00014699998428113759,0.0017298327293246984,0.7806795835494995
baseline,42,7,2845,medium,177,1,8067.60107421875,0.0088748037815094,0.04839223623275757,0.05726704001426697,0.040634024888277054,0.014031164348125458,0.011279059574007988,0.00559872156009078,0.0022963336668908596,0.011609428562223911,0.7981084585189819
baseline,42,7,2845,small,223,3,348.00018310546875,0.012945592403411865,0.018596738576889038,0.0315423309803009,0.008023565635085106,0.0027024929877370596,0.0023252342361956835,0.00017941334226634353,0.00013333348033484071,0.0016542928060516715,0.7822510004043579
baseline,42,7,2845,medium,226,2,1043.39990234375,0.0032197535037994385,0.041697412729263306,0.044917166233062744,0.005046222824603319,0.003251748625189066,0.0026076235808432102,0.00047125323908403516,0.0004563333641272038,5.721858542528935e-05,0.7947365641593933
baseline,42,7,2845,small,241,5,324.0001220703125,0.005811125040054321,0.003948092460632324,0.009759217500686646,0.0038324729539453983,0.001743724918924272,0.0013066091341897845,0.00015551995602436364,0.00013333348033484071,0.0005354961613193154,0.7993890047073364
baseline,42,7,9537,small,98,0,634.2186279296875,0.008543729782104492,0.06462529301643372,0.07316902279853821,0.004608867224305868,0.00100618414580822,0.0032594045624136925,0.00016133338795043528,0.0008770787389948964,0.0006908451905474067,0.817788302898407
baseline,42,7,9537,large,229,1,73487.8125,0.05131223797798157,0.03818024694919586,0.08949248492717743,0.08768323063850403,0.012406942434608936,0.009538848884403706,0.08101632446050644,0.023450007662177086,0.002581346780061722,0.8922635316848755
baseline,42,7,5146,large,40,8,17592.998046875,0.02097553014755249,0.014988929033279419,0.03596445918083191,0.04479192942380905,0.0012632840080186725,0.01080496609210968,0.0017763333162292838,0.05271904170513153,0.001182402833364904,0.8386436700820923
baseline,42,7,5146,large,88,1,12665.001953125,0.000920712947845459,0.05518984794616699,0.05611056089401245,0.01822531968355179,0.0011678197188302875,0.005217851605266333,0.0024083342868834734,0.02015143819153309,0.0010256101377308369,0.8280328512191772
baseline,42,7,5146,large,122,9,21839.998046875,0.002976655960083008,0.07686653733253479,0.0798431932926178,0.0470624603331089,0.0018921262817457318,0.009624197147786617,0.002760333474725485,0.05228244885802269,0.0017680020537227392,0.8963239192962646
baseline,42,7,5146,large,183,2,10428.0009765625,0.009808637201786041,0.024792075157165527,0.03460071235895157,0.012527656741440296,0.0014964884612709284,0.006895743310451508,0.0020803336519747972,0.01581544429063797,0.0015120554016903043,0.6995947360992432
baseline,42,7,5146,large,193,0,17622.0,0.013246238231658936,0.009171545505523682,0.022417783737182617,0.028317006304860115,0.005975693464279175,0.006592078600078821,0.0032669990323483944,0.028758985921740532,0.0017207016935572028,0.7740156650543213
baseline,42,7,5146,large,209,3,11022.9990234375,0.014942437410354614,0.009213387966156006,0.02415582537651062,0.01836872659623623,0.0006401161081157625,0.003979213070124388,0.0017763333162292838,0.020696045830845833,0.00025783845921978354,0.768584668636322
baseline,42,7,5146,large,211,5,17958.001953125,0.0018284022808074951,0.026531517505645752,0.028359919786453247,0.03698110952973366,0.0007572038448415697,0.008107602596282959,0.002241333480924368,0.0435333177447319,3.563103746273555e-05,0.8277729749679565
baseline,42,7,5146,large,220,7,19662.0,0.026776909828186035,0.03408312797546387,0.0608600378036499,0.03954696282744408,0.001260236487723887,0.010344799607992172,0.0025229998864233494,0.046360742300748825,0.001134128193370998,0.8644769787788391
baseline,42,7,5146,large,239,4,14299.9990234375,0.014714419841766357,0.007852137088775635,0.022566556930541992,0.01703791320323944,0.0009204188827425241,0.005425543058663607,0.0033333336468786,0.01856117695569992,0.0007446821546182036,0.7610176801681519
baseline,42,7,5146,large,284,6,17472.0,0.016679704189300537,0.03517025709152222,0.051849961280822754,0.030081361532211304,0.001101083355024457,0.007381988689303398,0.002760333474725485,0.03346077352762222,0.0011716630542650819,0.7115548849105835
baseline,42,7,4585,small,53,11,873.5548095703125,0.0014167428016662598,0.027233988046646118,0.028650730848312378,0.004971786867827177,0.001404333277605474,0.0033004898577928543,0.00034892448456957936,0.0004320000880397856,0.000523944094311446,0.7276967167854309
baseline,42,7,4585,small,84,10,630.90087890625,0.00695490837097168,0.05187264084815979,0.05882754921913147,0.007868457585573196,0.0021142009645700455,0.0032281428575515747,0.0003316962975077331,0.00023703728220425546,0.0015474234241992235,0.8236773610115051
baseline,42,7,4585,small,107,9,687.5192260742188,0.01052236557006836,0.011137336492538452,0.02165970206260681,0.008381574414670467,0.0019138016505166888,0.0037278931122273207,0.0001362983020953834,0.0006850373465567827,0.0017806077376008034,0.8388501405715942
baseline,42,7,4585,small,133,8,630.0914306640625,0.006744354963302612,0.03364136815071106,0.04038572311401367,0.006714741233736277,0.0014499537646770477,0.0035768249072134495,7.872599962865934e-05,0.0009961482137441635,0.0013814184349030256,0.8348067402839661
baseline,42,7,4585,medium,141,3,1992.9989013671875,0.01879364252090454,0.10295969247817993,0.12175333499908447,0.007702437229454517,0.0019665732979774475,0.004042056854814291,0.0006838915287517011,0.0011472600745037198,0.0017624793108552694,0.8745037317276001
baseline,42,7,4585,small,147,6,645.4596557617188,0.001237630844116211,0.013387531042098999,0.01462516188621521,0.006696301978081465,0.0014229409862309694,0.003578286385163665,0.00038468927959911525,0.00021392578491941094,0.0011468448210507631,0.8111177682876587
baseline,42,7,4585,small,164,12,476.41082763671875,0.0197923481464386,0.02852615714073181,0.04831850528717041,0.017317689955234528,0.003058080328628421,0.009853965602815151,0.00020957272499799728,0.00021392595954239368,0.0024145706556737423,0.8506506085395813
baseline,42,7,4585,medium,183,0,4920.21435546875,0.012657277286052704,0.05221068859100342,0.06486796587705612,0.0021038202103227377,0.0011533184442669153,0.0036082412116229534,0.0013610230525955558,0.0035134805366396904,0.0009006774635054171,0.8154035806655884
baseline,42,7,4585,medium,217,2,4076.587158203125,0.012999534606933594,0.024011313915252686,0.03701084852218628,0.0016489042900502682,0.0008462792029604316,0.0018837199313566089,0.001538755837827921,0.0021333335898816586,0.0003534069692250341,0.8185206651687622
baseline,42,7,4585,small,242,7,622.8124389648438,0.01854059100151062,0.011395096778869629,0.02993568778038025,0.004569098819047213,0.0010356702841818333,0.0026393618900328875,0.00010554974869592115,0.0007259258418343961,0.0008627711795270443,0.8278675675392151
baseline,42,7,4585,medium,246,1,3799.15380859375,0.004050344228744507,0.008455932140350342,0.012506276369094849,0.007012918125838041,0.0017109434120357037,0.005476555787026882,0.0012929829536005855,0.002205037511885166,0.0016617196379229426,0.7953537702560425
baseline,42,7,4585,medium,259,5,1375.03955078125,0.023389190435409546,0.034164100885391235,0.05755329132080078,0.004813418257981539,0.001579408417455852,0.004133778158575296,0.0005451941979117692,0.0006850371137261391,0.00016523162776138633,0.7772840857505798
baseline,42,7,4585,medium,284,4,2669.195556640625,3.606081008911133e-06,0.020290076732635498,0.02029368281364441,0.002973153255879879,0.0010200866963714361,0.0028658094815909863,0.0007850801921449602,0.0017925932770594954,0.0008324653026647866,0.796038031578064
baseline,42,7,5239,medium,102,1,2115.000244140625,0.05412548780441284,0.2219703197479248,0.27609580755233765,0.003354893298819661,0.0013051889836788177,0.0006725059938617051,0.0003000000142492354,0.0029453341849148273,3.843800732283853e-05,0.8536123633384705
baseline,42,7,5239,large,154,0,38879.99609375,0.03839343786239624,0.04013031721115112,0.07852375507354736,0.038165949285030365,0.0020360557828098536,0.002956148935481906,0.008748000487685204,0.03413333371281624,0.00013840923202224076,0.8533223867416382
baseline,42,7,5239,medium,185,2,1162.5,0.01563096046447754,0.020116984844207764,0.0357479453086853,0.021975867450237274,0.006991127505898476,0.008370966650545597,0.0003203334053978324,0.0008333332370966673,0.003883720375597477,0.8809914588928223
baseline,42,7,5239,small,223,3,585.0001831054688,0.012297958135604858,0.01015383005142212,0.022451788187026978,0.007883606478571892,0.00249488209374249,0.002543505746871233,0.0003000000142492354,0.0002253334823762998,0.0016852763947099447,0.8097044229507446
baseline,42,7,3145,large,242,0,87686.2578125,0.04420047998428345,0.11006215214729309,0.15426263213157654,0.06880754232406616,0.0032964320853352547,0.006525283679366112,0.037408336997032166,0.04060034453868866,0.0003102865593973547,0.8243261575698853
baseline,42,7,3145,large,285,1,47011.49609375,0.025857985019683838,0.057605624198913574,0.08346360921859741,0.042951010167598724,0.003014881396666169,0.007679221220314503,0.011531999334692955,0.0378563366830349,0.002128389198333025,0.9138387441635132
baseline,42,7,2520,medium,28,4,3044.998779296875,0.00968867540359497,0.04041123390197754,0.05009990930557251,0.009130755439400673,0.0038247809279710054,0.0051797740161418915,0.0002803331008180976,0.008335299789905548,0.0012153909774497151,0.8479504585266113
baseline,42,7,2520,small,142,2,841.000244140625,0.013835862278938293,0.04156595468521118,0.055401816964149475,0.005652381107211113,0.0008230637176893651,0.0037694373168051243,0.0002803333627525717,0.0006358267273753881,0.000988020095974207,0.8571358919143677
baseline,42,7,2520,small,190,1,528.0001220703125,0.014608979225158691,0.007291913032531738,0.02190089225769043,0.002033943310379982,0.0006328239105641842,0.001428153831511736,0.00019200003589503467,0.0003659216163214296,0.00026544358115643263,0.8825337290763855
baseline,42,7,2520,medium,205,3,6188.0,0.00020205974578857422,0.0326848030090332,0.03288686275482178,0.007540108636021614,0.000559953972697258,0.00375266931951046,0.000901333405636251,0.010706227272748947,0.00012258559581823647,0.8402785062789917
baseline,42,7,2520,medium,239,0,4802.0009765625,0.008417576551437378,0.015170693397521973,0.02358826994895935,0.004387791268527508,0.001086579984985292,0.006684002932161093,0.000800333684310317,0.007260970771312714,0.001762288506142795,0.8054672479629517
baseline,42,7,7256,medium,92,0,8326.64453125,0.01271289587020874,0.01648855209350586,0.0292014479637146,0.008548203855752945,0.0029413087759166956,0.009106391109526157,0.0023111007176339626,0.005925925448536873,0.002368764951825142,0.7901987433433533
baseline,42,7,7256,large,100,1,12649.412109375,0.008744657039642334,0.06157708168029785,0.07032173871994019,0.015123428776860237,0.002168558072298765,0.006040344946086407,0.001845531864091754,0.017125926911830902,0.001857410417869687,0.8743764162063599
baseline,42,7,7256,large,244,2,12955.90234375,0.008250877261161804,0.017161935567855835,0.02541281282901764,0.01955823227763176,0.001344932010397315,0.0069028944708406925,0.0013184983981773257,0.02514725923538208,0.0006437168340198696,0.8026224970817566
moment_guided,42,7,6381,medium,9,10,1504.0003662109375,0.0018348097801208496,0.014075040817260742,0.015909850597381592,0.0032653536181896925,0.00040192430606111884,0.0039654867723584175,0.00034133344888687134,0.0013090375578030944,0.00027415683143772185,0.9638669490814209
moment_guided,42,7,6381,small,52,0,900.0008544921875,0.0006998777389526367,4.035234451293945e-05,0.0007402300834655762,0.006288993172347546,0.0009011818910948932,0.0064927563071250916,0.00013333348033484071,0.0012000008719041944,0.00011419457587180659,0.9531627893447876
moment_guided,42,7,6381,medium,54,16,2000.0009765625,0.011064589023590088,0.013968467712402344,0.02503305673599243,0.0027300503570586443,0.00074531085556373,0.003543853061273694,0.0005333339213393629,0.0014814813621342182,0.00022785090550314635,0.9413243532180786
moment_guided,42,7,6381,medium,68,5,7722.00048828125,0.0018296167254447937,0.01165539026260376,0.013485006988048553,0.005117996595799923,0.0015000486746430397,0.008715079165995121,0.0009720000671222806,0.012117927893996239,0.0005935495719313622,0.8809801340103149
moment_guided,42,7,6381,large,71,14,10176.001953125,0.011800169944763184,0.02416151762008667,0.035961687564849854,0.0035420646890997887,0.0012913418468087912,0.005764593370258808,0.003072001039981842,0.0066583710722625256,0.0004338138678576797,0.9561355710029602
moment_guided,42,7,6381,medium,72,13,6307.00048828125,0.002906322479248047,0.0037210583686828613,0.006627380847930908,0.0061669680289924145,0.0006557223969139159,0.0034230081364512444,0.004720333963632584,0.0016645927680656314,0.00017197061970364302,0.9274303317070007
moment_guided,42,7,6381,large,95,12,37840.0078125,0.04578578472137451,0.02605259418487549,0.07183837890625,0.025143751874566078,0.05733351409435272,0.009330354630947113,0.039445336908102036,0.007170373108237982,0.0025477963499724865,0.7981036901473999
moment_guided,42,7,6381,large,109,2,18984.0,0.00522845983505249,0.037523865699768066,0.04275232553482056,0.010710174217820168,0.0013004493666812778,0.009977441281080246,0.004256334155797958,0.0167253315448761,0.0005031995824538171,0.9099966883659363
moment_guided,42,7,6381,medium,118,15,3932.999267578125,0.0027705729007720947,0.006147980690002441,0.008918553590774536,0.007297181524336338,0.0018303729593753815,0.008200844749808311,0.0010829998645931482,0.0028213325422257185,0.000585148052778095,0.8943814039230347
moment_guided,42,7,6381,large,119,6,10716.001953125,0.010355263948440552,0.008523941040039062,0.018879204988479614,0.006571219302713871,0.000759701244533062,0.006884686648845673,0.0019253336358815432,0.01178133487701416,0.00025446925428695977,0.9416733980178833
moment_guided,42,7,6381,small,129,11,645.9996948242188,0.012043118476867676,0.034026890993118286,0.04607000946998596,0.0030646156519651413,0.0005789270508103073,0.002787728561088443,9.633321315050125e-05,0.0008557038381695747,0.0003249984874855727,0.9789963960647583
moment_guided,42,7,6381,large,194,1,20207.00390625,0.008552514016628265,0.0031020045280456543,0.01165451854467392,0.007125206291675568,0.0018009027699008584,0.012817446142435074,0.004880333319306374,0.01652682013809681,0.0001682009460637346,0.9109731912612915
moment_guided,42,7,6381,large,218,3,9222.0029296875,0.016183018684387207,0.014393806457519531,0.03057682514190674,0.0029021804220974445,0.0016163898399099708,0.007995481602847576,0.002523000817745924,0.0066583710722625256,0.00032922939863055944,0.8949509859085083
moment_guided,42,7,6381,medium,220,4,1680.0,0.004674136638641357,0.008924394845962524,0.013598531484603882,0.0008972237701527774,0.00042721934732981026,0.0015515033155679703,0.000533333164639771,0.0010453339200466871,0.00014247027866076678,0.9472881555557251
moment_guided,42,7,6381,small,228,8,1008.0000610351562,0.019987165927886963,0.03408905863761902,0.05407622456550598,0.003258081618696451,0.0004077758057974279,0.003886027028784156,0.00019200006499886513,0.0010453332215547562,0.00010080608626594767,0.9366319179534912
moment_guided,42,7,6381,large,246,7,11502.00390625,0.000333636999130249,0.004469692707061768,0.004803329706192017,0.004290618933737278,0.000718507741112262,0.00927761010825634,0.002187000820413232,0.011949041858315468,7.53470667405054e-05,0.9362332820892334
moment_guided,42,7,6381,medium,261,9,4532.00146484375,0.007290542125701904,0.006190359592437744,0.013480901718139648,0.0027166204527020454,0.0005710003897547722,0.004284379072487354,0.0006453337846323848,0.00628681480884552,0.000319925689836964,0.9205378293991089
moment_guided,42,7,4537,large,31,0,42196.4765625,0.005397379398345947,0.016088545322418213,0.02148592472076416,0.021545398980379105,0.005158290266990662,0.013070945627987385,0.015293210744857788,0.021482646465301514,0.0014993882505223155,0.9149503111839294
moment_guided,42,7,4537,medium,122,5,8239.765625,0.010976910591125488,0.023873180150985718,0.034850090742111206,0.0029035701882094145,0.0008638712461106479,0.00872187502682209,0.0011546555906534195,0.010849541053175926,0.00024255990865640342,0.94835364818573
moment_guided,42,7,4537,large,210,6,15378.6416015625,0.0004361271858215332,0.007762104272842407,0.00819823145866394,0.01113218255341053,0.0035104048438370228,0.022715196013450623,0.0014773746952414513,0.029537875205278397,0.0011382366064935923,0.9301743507385254
moment_guided,42,7,4537,large,237,1,22924.6875,0.005381658673286438,0.03309911489486694,0.03848077356815338,0.008783301338553429,0.001706705428659916,0.01624324358999729,0.005406803917139769,0.017934955656528473,0.0016957451589405537,0.9026076793670654
moment_guided,42,7,4537,large,243,2,23189.056640625,0.013288632035255432,0.012585371732711792,0.025874003767967224,0.01139805093407631,0.002194119617342949,0.006864508613944054,0.012042736634612083,0.008239010348916054,8.746628009248525e-05,0.9208087921142578
moment_guided,42,7,4537,medium,290,3,5045.16748046875,0.017690062522888184,0.016744375228881836,0.03443443775177002,0.002463684184476733,0.0010136894416064024,0.0032527251169085503,0.0021377105731517076,0.002197031630203128,0.00014198482676874846,0.9589661359786987
moment_guided,42,7,4537,large,298,4,16209.3759765625,0.02051854133605957,0.024069875478744507,0.04458841681480408,0.007217399775981903,0.002456553978845477,0.005945487879216671,0.008758129552006721,0.005535479635000229,0.0002529081830289215,0.9477828741073608
moment_guided,42,7,9896,large,284,0,39520.00390625,0.011837184429168701,0.014582395553588867,0.02641957998275757,0.021792195737361908,0.005155536811798811,0.010392111726105213,0.014421334490180016,0.021392596885561943,0.0007629561005160213,0.8631696701049805
moment_guided,42,7,7223,large,284,0,121878.0,0.04029884934425354,0.000840306282043457,0.041139155626297,0.07559088617563248,0.01751715876162052,0.03666825592517853,0.044652000069618225,0.0833333358168602,0.0008954810327850282,0.7985242605209351
moment_guided,42,7,1977,large,173,0,56474.0,0.027272284030914307,0.024058282375335693,0.05133056640625,0.024319633841514587,0.012851801700890064,0.023990796878933907,0.030401337891817093,0.030323443934321404,0.00021872474462725222,0.8981356024742126
moment_guided,42,7,5606,medium,38,3,2792.40087890625,0.006674587726593018,0.01009523868560791,0.016769826412200928,0.0013197839725762606,0.00052556925220415,0.0029019389767199755,0.0006985130021348596,0.0021587389055639505,0.00020182003208901733,0.9555027484893799
moment_guided,42,7,5606,large,52,2,99378.734375,0.03505578637123108,0.05427062511444092,0.089326411485672,0.05139944329857826,0.008095288649201393,0.030868420377373695,0.03492921590805054,0.054678574204444885,0.0003776820085477084,0.893883466720581
moment_guided,42,7,5606,large,163,1,76763.2265625,0.003251403570175171,0.019911766052246094,0.023163169622421265,0.044579651206731796,0.007632056716829538,0.03139436990022659,0.017713185399770737,0.0643322691321373,0.0007803121698088944,0.8797668218612671
moment_guided,42,7,5606,medium,187,4,2772.781982421875,0.03171581029891968,0.013565629720687866,0.045281440019607544,0.0011483614798635244,0.0005667984369210899,0.003390016034245491,0.0006256771739572287,0.0023762949276715517,3.7880799936829135e-05,0.9617286920547485
moment_guided,42,7,5606,large,237,0,11165.5126953125,0.022681310772895813,0.044930994510650635,0.06761230528354645,0.0017220242880284786,0.0014532790519297123,0.015130933374166489,0.0016859197057783604,0.014300117269158363,0.0003292837063781917,0.9222109317779541
moment_guided,42,7,8368,large,179,1,64808.2421875,0.033758342266082764,0.03559291362762451,0.06935125589370728,0.047387585043907166,0.003948892001062632,0.026527902111411095,0.01837896928191185,0.05759181082248688,0.0009467990603297949,0.8776865005493164
moment_guided,42,7,8368,large,209,0,105454.2890625,0.06015536189079285,0.12517207860946655,0.1853274405002594,0.048430297523736954,0.027536945417523384,0.03367110714316368,0.06769795715808868,0.041397519409656525,0.00027143608895130455,0.8143306970596313
moment_guided,42,7,6852,medium,50,2,4410.00048828125,0.008681654930114746,0.012975633144378662,0.021657288074493408,0.007737499661743641,0.0011370002757757902,0.006033673416823149,0.004181334283202887,0.0016362409805878997,0.00014786675455980003,0.9428699016571045
moment_guided,42,7,6852,large,109,1,12931.8701171875,0.008342504501342773,0.019277989864349365,0.02762049436569214,0.007448588497936726,0.001214918913319707,0.008737795054912567,0.004880331456661224,0.012054750695824623,0.000233110215049237,0.8845406770706177
moment_guided,42,7,6852,large,118,0,18650.62890625,0.0044730305671691895,0.029518306255340576,0.033991336822509766,0.010453441180288792,0.005939183756709099,0.006884896662086248,0.01373633649200201,0.008908424526453018,0.0003163803194183856,0.9321639537811279
moment_guided,42,7,5879,large,163,0,94576.390625,0.0038728415966033936,0.0543590784072876,0.05823192000389099,0.06828144192695618,0.010014621540904045,0.02464935928583145,0.02483348920941353,0.07114800810813904,0.0034819606225937605,0.8269422054290771
moment_guided,42,7,4439,medium,11,0,4915.5009765625,0.03429758548736572,0.07336795330047607,0.1076655387878418,0.0041665369644761086,0.003988192416727543,0.005244909785687923,0.004256333224475384,0.0014135283417999744,3.3507250918773934e-05,0.8995665311813354
moment_guided,42,7,4439,medium,153,2,1029.0001220703125,0.018230944871902466,0.06731575727462769,0.08554670214653015,0.009237371385097504,0.0012304062256589532,0.008742324076592922,0.0008003333350643516,0.0003294310299679637,0.00019720257841981947,0.9656736850738525
moment_guided,42,7,4439,medium,179,1,3386.24853515625,0.0026773810386657715,0.03554254770278931,0.03821992874145508,0.006946216337382793,0.0006544531206600368,0.004237799905240536,0.003675000509247184,0.0007769353105686605,0.00023240224982146174,0.9705854654312134
moment_guided,42,7,4439,medium,247,3,1435.5010986328125,0.01378333568572998,0.06994402408599854,0.08372735977172852,0.006013885140419006,0.000504246330820024,0.004764195065945387,0.0014520003460347652,0.00035338240559212863,0.0003276593051850796,0.9478079080581665
moment_guided,42,7,3369,large,98,2,118802.6875,0.04933926463127136,0.05148327350616455,0.10082253813743591,0.036336760967969894,0.038575347512960434,0.03905918821692467,0.052624598145484924,0.052978381514549255,0.004184158984571695,0.8392107486724854
moment_guided,42,7,3369,medium,118,0,2287.9990234375,0.0060044825077056885,0.00636601448059082,0.012370496988296509,0.003712132340297103,0.0007358830189332366,0.0032371762208640575,0.00017804105300456285,0.0058079990558326244,0.0002917337988037616,0.9525500535964966
moment_guided,42,7,3369,medium,217,1,2389.33251953125,0.0008943676948547363,0.014497041702270508,0.015391409397125244,0.005665404722094536,0.001610322156921029,0.00961733516305685,0.00020648555073421448,0.005461331456899643,5.278228491079062e-05,0.9508360624313354
moment_guided,42,7,3369,small,293,3,693.3331909179688,0.007165312767028809,0.05182725191116333,0.05899256467819214,0.010762244462966919,0.0014232700923457742,0.009458533488214016,0.00017804105300456285,0.0005333333974704146,0.0002959076955448836,0.9614576101303101
moment_guided,42,7,6062,small,14,1,1019.9993896484375,0.00036150217056274414,0.0031822025775909424,0.0035437047481536865,0.003724453505128622,0.000866995716933161,0.003670613281428814,0.0008669995004311204,0.00030060074641369283,0.00017721860785968602,0.9388309717178345
moment_guided,42,7,6062,small,187,2,615.0,0.006259217858314514,0.005840182304382324,0.012099400162696838,0.0027593285776674747,0.0010311435908079147,0.002345653250813484,0.0005603330791927874,0.0001690881181275472,5.5976470321184024e-05,0.9134345054626465
moment_guided,42,7,6062,large,284,0,35535.00390625,0.009037554264068604,0.01265782117843628,0.021695375442504883,0.020931150764226913,0.020085541531443596,0.008515778928995132,0.03967500105500221,0.007972689345479012,0.0003993000718764961,0.8700547814369202
moment_guided,42,7,740,large,54,0,22080.001953125,0.002275228500366211,0.015272021293640137,0.017547249794006348,0.007354411296546459,0.003083709627389908,0.018243519589304924,0.004408334381878376,0.021845337003469467,0.0012139843311160803,0.9492418766021729
moment_guided,42,7,740,large,226,1,18312.00390625,0.027633875608444214,0.03474777936935425,0.06238165497779846,0.010691937059164047,0.0012262150412425399,0.009137059561908245,0.00396033376455307,0.016725337132811546,0.00018477029516361654,0.931454598903656
moment_guided,42,7,4031,large,219,0,35295.0078125,0.0026520192623138428,0.020219862461090088,0.02287188172340393,0.012887703254818916,0.002906352747231722,0.016442159190773964,0.012675004079937935,0.019413931295275688,7.363925396930426e-05,0.8770751357078552
moment_guided,42,7,4031,large,296,1,132500.0,0.007958471775054932,0.083484947681427,0.09144341945648193,0.06718307733535767,0.026573657989501953,0.04078228399157524,0.0833333358168602,0.041614823043346405,0.004795430693775415,0.7026647329330444
moment_guided,42,7,4031,medium,297,2,3315.00048828125,0.016139090061187744,0.002275243401527405,0.01841433346271515,0.0020322147756814957,0.0008934490033425391,0.0030152453109622,0.0008670000243000686,0.0025037042796611786,0.0007471123244613409,0.902925968170166
moment_guided,42,7,9724,large,123,0,167178.03125,0.022931814193725586,0.03728601336479187,0.060217827558517456,0.08297702670097351,0.02907547354698181,0.048967357724905014,0.06660301238298416,0.08288950473070145,0.005763673223555088,0.6633269786834717
moment_guided,42,7,7062,large,179,0,148240.03125,0.03254222869873047,0.02672797441482544,0.05927020311355591,0.06981107592582703,0.030143963173031807,0.03223874792456627,0.06336534023284912,0.0685037225484848,0.000162361582624726,0.7899649143218994
moment_guided,42,7,9755,large,128,1,12540.3056640625,0.0036922097206115723,0.00018274784088134766,0.00387495756149292,0.008229627273976803,0.0008793175802566111,0.005621697288006544,0.0035803401842713356,0.010936958715319633,0.00010667154856491834,0.9450527429580688
moment_guided,42,7,9755,large,162,0,74973.7734375,0.0585368275642395,0.012003958225250244,0.07054078578948975,0.039020441472530365,0.018671907484531403,0.018808512017130852,0.04458509385585785,0.031393058598041534,0.00026135455118492246,0.885756254196167
moment_guided,42,7,3808,large,98,0,137572.0,0.07317346334457397,0.09943947196006775,0.17261293530464172,0.04974296689033508,0.03774186223745346,0.05607733875513077,0.059361331164836884,0.0798666700720787,0.002167084254324436,0.832390308380127
moment_guided,42,7,5478,large,119,2,57252.6796875,0.010976508259773254,0.0501437783241272,0.06112028658390045,0.03394288197159767,0.00611420813947916,0.01490231603384018,0.017319757491350174,0.03718533366918564,0.0002271575212944299,0.844918966293335
moment_guided,42,7,5478,large,217,0,93224.4140625,0.06021398305892944,0.00766986608505249,0.06788384914398193,0.029819119721651077,0.030398808419704437,0.026305068284273148,0.04619702324271202,0.03696299344301224,0.0016814905684441328,0.8282855749130249
moment_guided,42,7,5478,large,227,1,18485.89453125,0.011897124350070953,0.005576610565185547,0.0174737349152565,0.009704283438622952,0.0028198978397995234,0.012265708297491074,0.003171925200149417,0.021168000996112823,0.000224981879000552,0.9208844304084778
moment_guided,42,7,5478,large,248,3,23569.96875,0.009188860654830933,0.0278814435005188,0.03707030415534973,0.015873195603489876,0.008175364695489407,0.00436787586659193,0.021644657477736473,0.0050430018454790115,0.0008643883047625422,0.878035843372345
moment_guided,42,7,7905,large,43,0,88551.8984375,9.083747863769531e-05,0.02954760193824768,0.029638439416885376,0.06155446544289589,0.03334164246916771,0.019190886989235878,0.07744133472442627,0.020108388736844063,0.008268634788691998,0.8849191665649414
moment_guided,42,7,8633,medium,45,1,6825.27099609375,0.06315732002258301,0.03886103630065918,0.10201835632324219,0.008328380063176155,0.0006208739359863102,0.004820577800273895,0.006816334091126919,0.0031116632744669914,0.00021200269111432135,0.7983802556991577
moment_guided,42,7,8633,large,147,0,10645.2490234375,0.007368922233581543,0.0673462301492691,0.07471515238285065,0.008380542509257793,0.005683624651283026,0.008606987074017525,0.009407998993992805,0.005484260153025389,0.0007667206227779388,0.8172023296356201
moment_guided,42,7,8633,large,183,3,38512.5,0.003898710012435913,0.07346132397651672,0.07736003398895264,0.019889095798134804,0.017991214990615845,0.03916430473327637,0.012674998492002487,0.053279366344213486,0.00022890852415002882,0.8259308934211731
moment_guided,42,7,8633,large,189,2,37450.93359375,0.0055425167083740234,0.07800793647766113,0.08355045318603516,0.027077926322817802,0.005369085352867842,0.027186546474695206,0.014008333906531334,0.04558715224266052,1.9036169760511257e-05,0.8537061214447021
moment_guided,42,7,1918,large,34,1,13376.001953125,0.010122716426849365,0.004696905612945557,0.014819622039794922,0.012105780653655529,0.002662047976627946,0.010589747689664364,0.0016520533245056868,0.021392596885561943,0.0001464682718506083,0.9555078744888306
